from	to	kind	evidence
src/storage/slog_ckpt/ob_linked_macro_block_writer.h	src/storage/blocksstable/ob_storage_object_handle.h	include	L21
src/storage/slog_ckpt/ob_linked_macro_block_writer.h	src/storage/meta_mem/ob_meta_obj_struct.h	include	L25
src/storage/slog_ckpt/ob_linked_macro_block_writer.h	src/storage/slog_ckpt/ob_linked_macro_block_struct.h	include	L24
src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	definition	defs=4 oceanbase::storage::ObLocalStorageCheckpointReader
src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	include	L19
src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	own-header	same stem
src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.cpp	src/storage/tx_storage/ob_ls_service.h	include	L20
src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	src/oblib/lib/function/ob_function.h	include	L22
src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	src/storage/blocksstable/ob_macro_block_id.h	include	L21
src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	src/storage/slog_ckpt/ob_linked_macro_block_reader.h	include	L20
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/oblib/lib/stat/ob_diagnostic_info_guard.h	include	L19
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/share/ob_structured_event_logger.h	include	L29
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/share/rc/ob_server_runtime.h	include	L21
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/api/storage/runtime/ob_i_server_runtime.h	include	L27
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/compaction/ob_tablet_scheduler.h	include	L30
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/meta_store/ob_server_storage_meta_service.h	include	L23
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/slog/ob_storage_log.h	include	L24
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/slog/ob_storage_log_reader.h	include	L25
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	definition	defs=50 oceanbase::storage::ObLocalStorageCheckpointSlogHandler
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	include	L20
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	own-header	same stem
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	include	L26
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_server_snapshot_handler.h	include	L31
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_tablet_replay_create_handler.h	include	L22
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.cpp	src/storage/tx_storage/ob_ls_service.h	include	L28
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	src/oblib/common/log/ob_log_cursor.h	include	L20
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	src/oblib/lib/task/ob_timer.h	include	L21
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	src/share/ob_server_struct.h	include	L22
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	src/storage/ls/ob_ls_meta.h	include	L28
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	src/storage/meta_mem/ob_tablet_map_key.h	include	L25
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	src/storage/ob_super_block_struct.h	include	L26
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	src/storage/slog/ob_storage_log_replayer.h	include	L27
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	src/storage/slog_ckpt/ob_linked_macro_block_struct.h	include	L23
src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	include	L24
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/share/ob_io_device_helper.h	include	L24
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/share/rc/ob_server_runtime.h	include	L20
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/storage/meta_store/ob_local_storage_meta_service.h	include	L26
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	include	L23
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_slog_handler.h	include	L25
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	definition	defs=16 oceanbase::storage::ObLocalStorageCheckpointWriter
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	include	L19
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	own-header	same stem
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/storage/tablet/ob_tablet_iterator.h	include	L21
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.cpp	src/storage/tx_storage/ob_ls_service.h	include	L22
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	src/storage/meta_mem/ob_storage_meta_mem_mgr.h	include	L23
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	src/storage/meta_mem/ob_tablet_map_key.h	include	L22
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	src/storage/ob_super_block_struct.h	include	L21
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	src/storage/slog/ob_storage_log.h	include	L24
src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	src/storage/slog_ckpt/ob_linked_macro_block_writer.h	include	L20
src/storage/slog_ckpt/ob_server_checkpoint_reader.cpp	src/storage/slog_ckpt/ob_server_checkpoint_reader.h	definition	defs=5 oceanbase::storage::ObServerCheckpointReader
src/storage/slog_ckpt/ob_server_checkpoint_reader.cpp	src/storage/slog_ckpt/ob_server_checkpoint_reader.h	include	L19
src/storage/slog_ckpt/ob_server_checkpoint_reader.cpp	src/storage/slog_ckpt/ob_server_checkpoint_reader.h	own-header	same stem
src/storage/slog_ckpt/ob_server_checkpoint_reader.h	src/oblib/common/log/ob_log_cursor.h	include	L20
src/storage/slog_ckpt/ob_server_checkpoint_reader.h	src/storage/meta_store/ob_server_runtime_meta.h	include	L22
src/storage/slog_ckpt/ob_server_checkpoint_reader.h	src/storage/slog_ckpt/ob_linked_macro_block_reader.h	include	L21
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/oblib/lib/stat/ob_diagnostic_info_guard.h	include	L19
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/share/ob_structured_event_logger.h	include	L26
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/storage/api/storage/runtime/ob_i_server_runtime.h	include	L21
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/storage/blocksstable/ob_block_manager.h	include	L22
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/storage/meta_store/ob_server_storage_meta_service.h	include	L27
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/storage/slog/ob_storage_log.h	include	L23
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_server_checkpoint_reader.h	include	L24
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	definition	defs=22 oceanbase::storage::ObServerCheckpointSlogHandler
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	include	L20
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	own-header	same stem
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.cpp	src/storage/slog_ckpt/ob_server_checkpoint_writer.h	include	L25
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	src/oblib/common/log/ob_log_cursor.h	include	L20
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	src/oblib/lib/atomic/ob_atomic.h	include	L21
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	src/storage/meta_store/ob_server_runtime_meta.h	include	L22
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	src/storage/ob_super_block_struct.h	include	L24
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	src/storage/slog/ob_storage_log_replayer.h	include	L25
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	src/storage/slog_ckpt/ob_linked_macro_block_struct.h	include	L26
src/storage/slog_ckpt/ob_server_checkpoint_slog_handler.h	src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	include	L23
src/storage/slog_ckpt/ob_server_checkpoint_writer.cpp	src/share/ob_server_struct.h	include	L22
src/storage/slog_ckpt/ob_server_checkpoint_writer.cpp	src/storage/api/storage/runtime/ob_i_server_runtime.h	include	L20
src/storage/slog_ckpt/ob_server_checkpoint_writer.cpp	src/storage/meta_store/ob_server_runtime_meta.h	include	L21
src/storage/slog_ckpt/ob_server_checkpoint_writer.cpp	src/storage/slog_ckpt/ob_server_checkpoint_writer.h	definition	defs=4 oceanbase::storage::ObServerCheckpointWriter
src/storage/slog_ckpt/ob_server_checkpoint_writer.cpp	src/storage/slog_ckpt/ob_server_checkpoint_writer.h	include	L19
src/storage/slog_ckpt/ob_server_checkpoint_writer.cpp	src/storage/slog_ckpt/ob_server_checkpoint_writer.h	own-header	same stem
src/storage/slog_ckpt/ob_server_checkpoint_writer.h	src/storage/slog_ckpt/ob_linked_macro_block_writer.h	include	L20
src/storage/slog_ckpt/ob_server_snapshot_handler.cpp	src/share/rc/ob_server_runtime.h	include	L20
src/storage/slog_ckpt/ob_server_snapshot_handler.cpp	src/storage/api/storage/runtime/ob_i_server_runtime.h	include	L21
src/storage/slog_ckpt/ob_server_snapshot_handler.cpp	src/storage/ls/ob_ls.h	include	L22
src/storage/slog_ckpt/ob_server_snapshot_handler.cpp	src/storage/meta_store/ob_local_storage_meta_service.h	include	L23
src/storage/slog_ckpt/ob_server_snapshot_handler.cpp	src/storage/slog_ckpt/ob_server_snapshot_handler.h	definition	defs=15 oceanbase::storage::ObServerSnapshotHandler
src/storage/slog_ckpt/ob_server_snapshot_handler.cpp	src/storage/slog_ckpt/ob_server_snapshot_handler.h	include	L19
src/storage/slog_ckpt/ob_server_snapshot_handler.cpp	src/storage/slog_ckpt/ob_server_snapshot_handler.h	own-header	same stem
src/storage/slog_ckpt/ob_server_snapshot_handler.h	src/storage/ls/ob_ls_meta.h	include	L23
src/storage/slog_ckpt/ob_server_snapshot_handler.h	src/storage/meta_mem/ob_tablet_map_key.h	include	L21
src/storage/slog_ckpt/ob_server_snapshot_handler.h	src/storage/ob_super_block_struct.h	include	L22
src/storage/slog_ckpt/ob_server_snapshot_handler.h	src/storage/slog/ob_storage_log.h	include	L27
src/storage/slog_ckpt/ob_server_snapshot_handler.h	src/storage/slog/ob_storage_log_struct.h	include	L26
src/storage/slog_ckpt/ob_server_snapshot_handler.h	src/storage/slog_ckpt/ob_linked_macro_block_struct.h	include	L20
src/storage/slog_ckpt/ob_server_snapshot_handler.h	src/storage/slog_ckpt/ob_local_storage_checkpoint_reader.h	include	L24
src/storage/slog_ckpt/ob_server_snapshot_handler.h	src/storage/slog_ckpt/ob_local_storage_checkpoint_writer.h	include	L25
src/storage/slog_ckpt/ob_startup_accel_task_handler.cpp	src/storage/slog_ckpt/ob_startup_accel_task_handler.h	definition	defs=12 oceanbase::storage::ObStartupAccelTaskHandler; L24 oceanbase::storage::ObStartupAccelTaskHandler::MAX_QUEUED_TASK_NUM declared at L37 (no DWARF definition); L25 oceanbase::storage::ObStartupAccelTaskHandler::MAX_THREAD_NUM declared at L37 (no DWARF definition)
src/storage/slog_ckpt/ob_startup_accel_task_handler.cpp	src/storage/slog_ckpt/ob_startup_accel_task_handler.h	include	L18
src/storage/slog_ckpt/ob_startup_accel_task_handler.cpp	src/storage/slog_ckpt/ob_startup_accel_task_handler.h	own-header	same stem
src/storage/slog_ckpt/ob_startup_accel_task_handler.h	src/oblib/lib/allocator/ob_fifo_allocator.h	include	L22
src/storage/slog_ckpt/ob_startup_accel_task_handler.h	src/oblib/lib/ob_define.h	include	L20
src/storage/slog_ckpt/ob_startup_accel_task_handler.h	src/oblib/lib/thread/ob_simple_thread_pool.h	include	L21
src/storage/slog_ckpt/ob_tablet_replay_create_handler.cpp	src/share/rc/ob_server_runtime.h	include	L21
src/storage/slog_ckpt/ob_tablet_replay_create_handler.cpp	src/storage/meta_store/ob_local_storage_meta_service.h	include	L23
src/storage/slog_ckpt/ob_tablet_replay_create_handler.cpp	src/storage/slog_ckpt/ob_tablet_replay_create_handler.h	definition	defs=17 oceanbase::storage::ObTabletReplayCreateHandler
src/storage/slog_ckpt/ob_tablet_replay_create_handler.cpp	src/storage/slog_ckpt/ob_tablet_replay_create_handler.h	include	L20
src/storage/slog_ckpt/ob_tablet_replay_create_handler.cpp	src/storage/slog_ckpt/ob_tablet_replay_create_handler.h	own-header	same stem
src/storage/slog_ckpt/ob_tablet_replay_create_handler.cpp	src/storage/tx_storage/ob_ls_service.h	include	L22
src/storage/slog_ckpt/ob_tablet_replay_create_handler.h	src/storage/meta_mem/ob_meta_obj_struct.h	include	L23
src/storage/slog_ckpt/ob_tablet_replay_create_handler.h	src/storage/meta_mem/ob_tablet_map_key.h	include	L21
src/storage/slog_ckpt/ob_tablet_replay_create_handler.h	src/storage/slog_ckpt/ob_startup_accel_task_handler.h	include	L22
src/storage/tablelock/ob_lock_inner_connection_util.cpp	src/share/rc/ob_server_runtime.h	include	L18
src/storage/tablelock/ob_lock_inner_connection_util.cpp	src/storage/tablelock/ob_lock_inner_connection_util.h	definition	defs=10 oceanbase::transaction::tablelock::ObInnerConnectionLockUtil
src/storage/tablelock/ob_lock_inner_connection_util.cpp	src/storage/tablelock/ob_lock_inner_connection_util.h	include	L17
src/storage/tablelock/ob_lock_inner_connection_util.cpp	src/storage/tablelock/ob_lock_inner_connection_util.h	own-header	same stem
src/storage/tablelock/ob_lock_inner_connection_util.h	src/data_plane/api/data_plane/ob_inner_sql_transmit_arg.h	include	L20
src/storage/tablelock/ob_lock_inner_connection_util.h	src/storage/tablelock/ob_table_lock_common.h	include	L21
src/storage/tablelock/ob_lock_inner_connection_util.h	src/storage/tablelock/ob_table_lock_rpc_struct.h	include	L22
src/storage/tablelock/ob_lock_memtable.cpp	src/share/rc/ob_server_runtime.h	include	L20
src/storage/tablelock/ob_lock_memtable.cpp	src/storage/compaction/ob_schedule_dag_func.h	include	L25
src/storage/tablelock/ob_lock_memtable.cpp	src/storage/memtable/ob_lock_wait_mgr.h	include	L22
src/storage/tablelock/ob_lock_memtable.cpp	src/storage/tablelock/ob_lock_memtable.h	definition	defs=46 oceanbase::transaction::tablelock::ObLockMemtable
src/storage/tablelock/ob_lock_memtable.cpp	src/storage/tablelock/ob_lock_memtable.h	include	L19
src/storage/tablelock/ob_lock_memtable.cpp	src/storage/tablelock/ob_lock_memtable.h	own-header	same stem
src/storage/tablelock/ob_lock_memtable.cpp	src/storage/tablelock/ob_table_lock_deadlock.h	include	L23
src/storage/tablelock/ob_lock_memtable.cpp	src/storage/tablelock/ob_table_lock_iterator.h	include	L21
src/storage/tablelock/ob_lock_memtable.cpp	src/storage/tx/ob_tx_ctx.h	include	L24
src/storage/tablelock/ob_lock_memtable.cpp	src/storage/tx_storage/ob_ls_service.h	include	L26
src/storage/tablelock/ob_lock_memtable.h	src/logservice/ob_append_callback.h	include	L24
src/storage/tablelock/ob_lock_memtable.h	src/logservice/ob_log_handler.h	include	L27
src/storage/tablelock/ob_lock_memtable.h	src/oblib/lib/lock/ob_spin_rwlock.h	include	L23
src/storage/tablelock/ob_lock_memtable.h	src/share/log/ob_log_base_header.h	include	L26
src/storage/tablelock/ob_lock_memtable.h	src/share/log/ob_log_base_type.h	include	L25
src/storage/tablelock/ob_lock_memtable.h	src/share/scn.h	include	L28
src/storage/tablelock/ob_lock_memtable.h	src/storage/checkpoint/ob_common_checkpoint.h	include	L20
src/storage/tablelock/ob_lock_memtable.h	src/storage/memtable/ob_memtable_interface.h	include	L21
src/storage/tablelock/ob_lock_memtable.h	src/storage/tablelock/ob_obj_lock.h	include	L22
src/storage/tablelock/ob_lock_memtable.h	src/storage/tablelock/ob_table_lock_rpc_struct.h	include	L29
src/storage/tablelock/ob_lock_memtable_mgr.cpp	src/storage/ls/ob_freezer.h	include	L21
src/storage/tablelock/ob_lock_memtable_mgr.cpp	src/storage/meta_mem/ob_storage_meta_mem_mgr.h	include	L20
src/storage/tablelock/ob_lock_memtable_mgr.cpp	src/storage/tablelock/ob_lock_memtable.h	include	L18
src/storage/tablelock/ob_lock_memtable_mgr.cpp	src/storage/tablelock/ob_lock_memtable_mgr.h	definition	defs=8 oceanbase::transaction::tablelock::ObLockMemtableMgr
src/storage/tablelock/ob_lock_memtable_mgr.cpp	src/storage/tablelock/ob_lock_memtable_mgr.h	include	L19
src/storage/tablelock/ob_lock_memtable_mgr.cpp	src/storage/tablelock/ob_lock_memtable_mgr.h	own-header	same stem
src/storage/tablelock/ob_lock_memtable_mgr.h	src/storage/ob_i_memtable_mgr.h	include	L20
src/storage/tablelock/ob_lock_table.cpp	src/storage/ls/ob_ls.h	include	L21
src/storage/tablelock/ob_lock_table.cpp	src/storage/tablelock/ob_lock_memtable.h	include	L23
src/storage/tablelock/ob_lock_table.cpp	src/storage/tablelock/ob_lock_table.h	definition	defs=27 oceanbase::transaction::tablelock::ObLockTable
src/storage/tablelock/ob_lock_table.cpp	src/storage/tablelock/ob_lock_table.h	include	L19
src/storage/tablelock/ob_lock_table.cpp	src/storage/tablelock/ob_lock_table.h	own-header	same stem
src/storage/tablelock/ob_lock_table.cpp	src/storage/tablelock/ob_table_lock_iterator.h	include	L22
src/storage/tablelock/ob_lock_table.cpp	src/storage/tx_storage/ob_memstore_freezer.h	include	L24
src/storage/tablelock/ob_lock_table.h	src/oblib/lib/lock/ob_spin_lock.h	include	L21
src/storage/tablelock/ob_lock_table.h	src/oblib/lib/task/ob_timer.h	include	L22
src/storage/tablelock/ob_lock_table.h	src/oblib/lib/worker.h	include	L23
src/storage/tablelock/ob_lock_table.h	src/share/log/ob_log_base_type.h	include	L27
src/storage/tablelock/ob_lock_table.h	src/storage/ob_i_memtable_mgr.h	include	L26
src/storage/tablelock/ob_lock_table.h	src/storage/ob_i_table.h	include	L24
src/storage/tablelock/ob_lock_table.h	src/storage/tablelock/ob_obj_lock.h	include	L25
src/storage/tablelock/ob_lock_table.h	src/storage/tablet/ob_batch_create_tablet_arg.h	include	L19
src/storage/tablelock/ob_lock_utils.cpp	src/share/ob_share_util.h	include	L20
src/storage/tablelock/ob_lock_utils.cpp	src/storage/tablelock/ob_lock_inner_connection_util.h	include	L21
src/storage/tablelock/ob_lock_utils.cpp	src/storage/tablelock/ob_lock_utils.h	definition	defs=1 oceanbase::transaction::tablelock::ObInnerTableLockUtil
src/storage/tablelock/ob_lock_utils.cpp	src/storage/tablelock/ob_lock_utils.h	include	L19
src/storage/tablelock/ob_lock_utils.cpp	src/storage/tablelock/ob_lock_utils.h	own-header	same stem
src/storage/tablelock/ob_lock_utils.h	src/share/ob_define.h	via-generated	L20 via build_release/generated/share/inner_table/ob_inner_table_schema.h
src/storage/tablelock/ob_lock_utils.h	src/share/ob_version_parser.h	via-generated	L20 via build_release/generated/share/inner_table/ob_inner_table_schema.h
src/storage/tablelock/ob_lock_utils.h	src/storage/tablelock/ob_table_lock_common.h	include	L21
src/storage/tablelock/ob_mem_ctx_table_lock.cpp	src/storage/tablelock/ob_lock_memtable.h	include	L19
src/storage/tablelock/ob_mem_ctx_table_lock.cpp	src/storage/tablelock/ob_mem_ctx_table_lock.h	definition	defs=33 oceanbase::transaction::tablelock::ObLockMemCtx; L689 oceanbase::transaction::tablelock::ObLockMemCtx::free_table_lock_callback_ declared at L72 (no DWARF definition)
src/storage/tablelock/ob_mem_ctx_table_lock.cpp	src/storage/tablelock/ob_mem_ctx_table_lock.h	include	L18
src/storage/tablelock/ob_mem_ctx_table_lock.cpp	src/storage/tablelock/ob_mem_ctx_table_lock.h	own-header	same stem
src/storage/tablelock/ob_mem_ctx_table_lock.cpp	src/storage/tx/ob_trans_ctx_mgr_v4.h	include	L20
src/storage/tablelock/ob_mem_ctx_table_lock.h	src/share/scn.h	include	L20
src/storage/tablelock/ob_mem_ctx_table_lock.h	src/storage/memtable/mvcc/ob_mvcc_ctx.h	include	L23
src/storage/tablelock/ob_mem_ctx_table_lock.h	src/storage/ob_arena_object_pool.h	include	L21
src/storage/tablelock/ob_mem_ctx_table_lock.h	src/storage/ob_i_table.h	include	L22
src/storage/tablelock/ob_mem_ctx_table_lock.h	src/storage/tablelock/ob_table_lock_callback.h	include	L25
src/storage/tablelock/ob_mem_ctx_table_lock.h	src/storage/tablelock/ob_table_lock_common.h	include	L24
src/storage/tablelock/ob_obj_lock.cpp	src/share/rc/ob_server_runtime.h	include	L20
src/storage/tablelock/ob_obj_lock.cpp	src/storage/memtable/ob_lock_wait_mgr.h	include	L21
src/storage/tablelock/ob_obj_lock.cpp	src/storage/tablelock/ob_lock_memtable.h	include	L23
src/storage/tablelock/ob_obj_lock.cpp	src/storage/tablelock/ob_obj_lock.h	definition	defs=100 oceanbase::transaction::tablelock::ObOBJLock; L41 oceanbase::transaction::tablelock::ObOBJLockFactory::alloc_count_ declared at L428 (no DWARF definition); L42 oceanbase::transaction::tablelock::ObOBJLockFactory::release_count_ declared at L428 (no DWARF definition)
src/storage/tablelock/ob_obj_lock.cpp	src/storage/tablelock/ob_obj_lock.h	include	L19
src/storage/tablelock/ob_obj_lock.cpp	src/storage/tablelock/ob_obj_lock.h	own-header	same stem
src/storage/tablelock/ob_obj_lock.cpp	src/storage/tablelock/ob_table_lock_deadlock.h	include	L24
src/storage/tablelock/ob_obj_lock.cpp	src/storage/tx/ob_trans_service.h	include	L22
src/storage/tablelock/ob_obj_lock.cpp	src/storage/tx_storage/ob_ls_service.h	include	L25
src/storage/tablelock/ob_obj_lock.h	src/oblib/lib/hash/ob_hashmap.h	include	L25
src/storage/tablelock/ob_obj_lock.h	src/oblib/lib/hash/ob_iteratable_hashset.h	include	L23
src/storage/tablelock/ob_obj_lock.h	src/oblib/lib/hash/ob_link_hashmap.h	include	L24
src/storage/tablelock/ob_obj_lock.h	src/oblib/lib/lock/ob_spin_lock.h	include	L22
src/storage/tablelock/ob_obj_lock.h	src/share/ob_force_print_log.h	include	L21
src/storage/tablelock/ob_obj_lock.h	src/share/scn.h	include	L26
src/storage/tablelock/ob_obj_lock.h	src/storage/ob_i_store.h	include	L28
src/storage/tablelock/ob_obj_lock.h	src/storage/tablelock/ob_table_lock_common.h	include	L27
src/storage/tablelock/ob_session_table_lock.cpp	src/data_plane/api/data_plane/tablelock/ob_session_table_lock.h	definition	defs=12 oceanbase::data_plane::acquire_mysql_table_lock; L310 oceanbase::data_plane::session_lock_owners_equal declared at L122; L339 oceanbase::data_plane::get_persisted_lock_owner_session declared at L129
src/storage/tablelock/ob_session_table_lock.cpp	src/data_plane/api/data_plane/tablelock/ob_session_table_lock.h	include	L19
src/storage/tablelock/ob_session_table_lock.cpp	src/share/rc/ob_server_runtime.h	include	L21
src/storage/tablelock/ob_session_table_lock.cpp	src/storage/ob_common_id_utils.h	include	L22
src/storage/tablelock/ob_session_table_lock.cpp	src/storage/tablelock/ob_table_lock_live_detector.h	include	L23
src/storage/tablelock/ob_session_table_lock.cpp	src/storage/tablelock/ob_table_lock_rpc_struct.h	include	L24
src/storage/tablelock/ob_session_table_lock.cpp	src/storage/tablelock/ob_table_lock_service.h	include	L25
src/storage/tablelock/ob_table_lock_callback.cpp	src/storage/tablelock/ob_lock_memtable.h	include	L20
src/storage/tablelock/ob_table_lock_callback.cpp	src/storage/tablelock/ob_table_lock_callback.h	definition	defs=12 oceanbase::transaction::tablelock::ObOBJLockCallback
src/storage/tablelock/ob_table_lock_callback.cpp	src/storage/tablelock/ob_table_lock_callback.h	include	L19
src/storage/tablelock/ob_table_lock_callback.cpp	src/storage/tablelock/ob_table_lock_callback.h	own-header	same stem
src/storage/tablelock/ob_table_lock_callback.cpp	src/storage/tx/ob_tx_ctx.h	include	L21
src/storage/tablelock/ob_table_lock_callback.h	src/share/scn.h	include	L20
src/storage/tablelock/ob_table_lock_callback.h	src/storage/memtable/mvcc/ob_mvcc_trans_ctx.h	include	L22
src/storage/tablelock/ob_table_lock_callback.h	src/storage/memtable/ob_memtable_mutator.h	include	L23
src/storage/tablelock/ob_table_lock_callback.h	src/storage/tablelock/ob_table_lock_common.h	include	L24
src/storage/tablelock/ob_table_lock_callback.h	src/storage/tx/ob_trans_define.h	include	L21
src/storage/tablelock/ob_table_lock_common.cpp	src/storage/tablelock/ob_table_lock_common.h	definition	defs=32 oceanbase::transaction::tablelock::ObTableLockOp; L30 oceanbase::transaction::tablelock::ObSimpleIteratorModIds::OB_OBJ_LOCK declared at L575 (no DWARF definition); L31 oceanbase::transaction::tablelock::ObSimpleIteratorModIds::OB_OBJ_LOCK_MAP declared at L575 (no DWARF definition); L129 oceanbase::transaction::tablelock::is_deadlock_avoid_enabled declared at L590
src/storage/tablelock/ob_table_lock_common.cpp	src/storage/tablelock/ob_table_lock_common.h	include	L19
src/storage/tablelock/ob_table_lock_common.cpp	src/storage/tablelock/ob_table_lock_common.h	own-header	same stem
src/storage/tablelock/ob_table_lock_common.cpp	src/storage/tablelock/ob_table_lock_def.h	include	L41; L57; L73; L89; L105; L121
src/storage/tablelock/ob_table_lock_common.cpp	src/storage/tablelock/ob_table_lock_owner_id.h	definition	defs=11 oceanbase::transaction::tablelock::ObTableLockOwnerID
src/storage/tablelock/ob_table_lock_common.h	src/data_plane/api/data_plane/tablelock/ob_table_lock_mode.h	include	L20
src/storage/tablelock/ob_table_lock_common.h	src/oblib/common/ob_simple_iterator.h	include	L19
src/storage/tablelock/ob_table_lock_common.h	src/oblib/lib/list/ob_dlist.h	include	L24
src/storage/tablelock/ob_table_lock_common.h	src/oblib/lib/utility/ob_mod_define.h	include	L23; L26
src/storage/tablelock/ob_table_lock_common.h	src/oblib/lib/utility/ob_print_utils.h	include	L25
src/storage/tablelock/ob_table_lock_common.h	src/share/ob_common_id.h	include	L28
src/storage/tablelock/ob_table_lock_common.h	src/share/scn.h	include	L27
src/storage/tablelock/ob_table_lock_common.h	src/share/tablelock/ob_table_lock_priority.h	include	L21
src/storage/tablelock/ob_table_lock_common.h	src/storage/tablelock/ob_table_lock_def.h	include	L185; L207; L260
src/storage/tablelock/ob_table_lock_common.h	src/storage/tablelock/ob_table_lock_owner_id.h	include	L22
