from_crate	to_crate	class	edges	include	definition	link	own-header	via-generated	island	from-island	rust-header	examples
sql-expr	ob-values	listed	108	108	0	0	0	0	0	0	0	src/sql/engine/expr/ob_array_expr_utils.cpp -> src/oblib/common/object/ob_obj_compare.h (include); src/sql/engine/expr/ob_array_expr_utils.cpp -> src/share/object/ob_array_cast.h (include)
sql-expr	ob-values-doc	listed	128	128	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_ai/ob_ai_func_utils.h -> src/share/json/ob_json_helper.h (include); src/sql/engine/expr/ob_expr_ai/ob_expr_ai_prompt.cpp -> src/oblib/common/json_type/ob_json_common.h (include)
sql-expr	ob-share	listed	36	36	0	0	0	0	0	0	0	src/sql/engine/expr/ob_array_expr_utils.cpp -> src/share/ob_lob_access_utils.h (include); src/sql/engine/expr/ob_datum_cast.cpp -> src/share/ob_json_access_utils.h (include)
sql-expr	ob-schema	listed	9	9	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_autoinc_nextval.h -> src/share/ob_autoincrement_service.h (include); src/sql/engine/expr/ob_expr_calc_partition_id.h -> src/share/schema/ob_schema_struct.h (include)
sql-expr	geo-sys	listed	111	1	0	0	0	0	110	0	0	src/sql/engine/expr/ob_expr_st_asgeojson.cpp -> src/share/geo/ob_wkb_to_json_bin_visitor.h (include); src/sql/engine/expr/ob_datum_cast.cpp -> src/share/geo/ob_geometry_cast.h (island); src/sql/engine/expr/ob_datum_cast.cpp -> src/share/geo/ob_srs_provider.h (island)
sql-expr	storage-api	listed	7	7	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_array_sum.h -> src/sql/engine/vector/ob_i_vector.h (include); src/sql/engine/expr/ob_expr_column_conv.cpp -> src/data_plane/api/data_plane/encoding/ob_ascii_util.h (include)
sql-expr	storage-tablet	listed	3	3	0	0	0	0	0	0	0	src/sql/engine/expr/ob_datum_cast.cpp -> src/data_plane/api/data_plane/lob/ob_lob_value.h (include); src/sql/engine/expr/ob_expr_json_func_helper.h -> src/data_plane/api/data_plane/lob/ob_json_lob.h (include)
sql-expr	storage-search	listed	22	22	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_semantic_distance.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include); src/sql/engine/expr/ob_expr_tokenize.cpp -> src/data_plane/api/data_plane/fts/dict/ob_gen_dic_loader.h (include)
sql-expr	sql-parse-tree	listed	10	10	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_func_ceil.cpp -> src/sql/parser/ob_item_type.h (include); src/sql/engine/expr/ob_expr_func_round.cpp -> src/sql/parser/ob_item_type.h (include)
sql-expr	sql-session	listed	72	72	0	0	0	0	0	0	0	src/sql/engine/expr/ob_array_expr_utils.cpp -> src/sql/session/ob_sql_session_info.h (include); src/sql/engine/expr/ob_datum_cast.h -> src/sql/session/ob_sql_session_info.h (include)
sql-expr	sql-ir	listed	38	38	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_add.cpp -> src/sql/resolver/expr/ob_raw_expr_util.h (include); src/sql/engine/expr/ob_expr_align_date4cmp.cpp -> src/sql/resolver/expr/ob_raw_expr.h (include)
sql-expr	sql-exec	listed	773	752	12	0	9	0	0	0	0	src/sql/engine/expr/ob_array_expr_utils.cpp -> src/sql/engine/expr/ob_array_expr_utils.h (include); src/sql/engine/expr/ob_array_expr_utils.cpp -> src/sql/engine/ob_exec_context.h (include); src/sql/engine/expr/ob_array_expr_utils.cpp -> src/query/api/query/engine/expr/ob_array_expr_utils.h (definition)
sql-expr	sql-das	upward-named	1	1	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_doc_id.h -> src/sql/das/ob_das_scan_op.h (include)
sql-expr	sql-engine	upward-named	14	14	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_cast.cpp -> src/sql/engine/subquery/ob_subplan_filter_op.h (include); src/sql/engine/expr/ob_expr_doc_id.h -> src/sql/engine/dml/ob_dml_ctx_define.h (include)
sql-expr	sql-parser	upward-named	2	2	0	0	0	0	0	0	0	src/sql/engine/expr/ob_sql_expression.cpp -> src/sql/parser/ob_item_type_str.h (include); src/sql/resolver/expr/ob_raw_expr_deduce_type.cpp -> src/sql/parser/ob_parser.h (include)
sql-expr	sql-resolver	upward-named	8	8	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_and.cpp -> src/sql/resolver/ddl/ob_explain_stmt.h (include); src/sql/engine/expr/ob_expr_func_part_hash.cpp -> src/sql/resolver/ob_resolver_utils.h (include)
sql-expr	sql	upward-named	8	8	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_json_func_helper.cpp -> src/sql/ob_spi.h (include); src/sql/engine/expr/ob_expr_lock_func.cpp -> src/sql/tablelock/ob_lock_func_executor.h (include)
sql-expr	pl	upward-named	15	15	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_cast.cpp -> src/sql/pl/ob_pl_resolver.h (include); src/sql/engine/expr/ob_expr_collection_construct.cpp -> src/sql/pl/ob_pl_package.h (include)
sql-expr	observer	upward-named	1	1	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_mysql_port.cpp -> src/oblib/rpc/obmysql/ob_sql_nio_server.h (include)
sql-expr	x-dropped	uses-dropped	2	2	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_json_search.cpp -> src/oblib/easy/util/easy_string.h (include); src/sql/engine/expr/ob_expr_regexp_context.h -> src/oblib/easy/include/easy_define.h (include)
sql-das	ob-errno	listed	1	0	0	0	0	1	0	0	0	src/sql/das/ob_das_domain_utils.cpp -> src/share/mysql_errno.h (via-generated)
sql-das	ob-base	listed	42	42	0	0	0	0	0	0	0	src/query/api/query/vector/ob_vector_embedding_handler.h -> src/oblib/lib/allocator/ob_allocator.h (include); src/query/api/query/vector/ob_vector_embedding_handler.h -> src/oblib/lib/lock/ob_latch.h (include)
sql-das	ob-runtime	listed	18	18	0	0	0	0	0	0	0	src/query/api/query/vector/ob_vector_embedding_handler.h -> src/oblib/lib/thread/ob_simple_thread_pool.h (include); src/query/api/query/vector/ob_vector_embedding_handler.h -> src/share/io/ob_io_define.h (include)
sql-das	ob-values	listed	18	18	0	0	0	0	0	0	0	src/query/api/query/vector/ob_vector_index_adaptor.h -> src/oblib/common/datum/ob_datum.h (include); src/query/api/query/vector/ob_vector_index_adaptor.h -> src/oblib/common/object/ob_obj_type.h (include)
sql-das	ob-values-doc	listed	4	4	0	0	0	0	0	0	0	src/query/vector/ob_vector_embedding_handler.cpp -> src/oblib/common/json_type/ob_json_parse.h (include); src/query/vector/ob_vector_embedding_handler.cpp -> src/oblib/common/json_type/ob_json_tree.h (include)
sql-das	ob-share	listed	13	13	0	0	0	0	0	0	0	src/query/api/query/vector/ob_vector_index_adaptor.h -> src/share/scn.h (include); src/query/api/query/vector/ob_vector_index_serialize.h -> src/share/ob_lob_access_utils.h (include)
sql-das	ob-schema	listed	8	8	0	0	0	0	0	0	0	src/sql/das/ob_das_context.h -> src/share/schema/ob_schema_getter_guard.h (include); src/sql/das/ob_das_delete_op.cpp -> src/share/schema/ob_schema_struct.h (include)
sql-das	geo-sys	listed	3	0	0	0	0	0	3	0	0	src/sql/das/ob_das_domain_utils.cpp -> src/share/geo/ob_geo_utils.h (island); src/sql/das/ob_das_domain_utils.cpp -> src/share/geo/ob_srs_provider.h (island)
sql-das	vsag-sys	listed	2	1	0	0	0	0	1	0	0	src/sql/das/iter/ob_das_ivf_scan_iter.cpp -> src/share/roaringbitmap/ob_rb_memory_mgr.h (include); src/query/api/query/vector/ob_vector_query_result.h -> src/oblib/lib/vector/ob_vector_util.h (island)
sql-das	storage-api	listed	42	42	0	0	0	0	0	0	0	src/sql/das/iter/ob_das_domain_id_merge_iter.h -> src/data_plane/api/data_plane/access/ob_table_scan_param.h (include); src/sql/das/iter/ob_das_domain_id_merge_iter.h -> src/data_plane/api/data_plane/transaction/ob_tx_desc_access.h (include)
sql-das	storage-sstable	listed	1	1	0	0	0	0	0	0	0	src/sql/das/ob_das_ir_define.h -> src/data_plane/api/data_plane/blocksstable/ob_index_block_util.h (include)
sql-das	storage-tx	listed	1	0	0	1	0	0	0	0	0	src/sql/das/ob_das_parallel_handler.cpp -> src/storage/memtable/ob_lock_wait_mgr.cpp (link)
sql-das	storage-search	listed	18	18	0	0	0	0	0	0	0	src/query/api/query/vector/ob_vector_embedding_handler.h -> src/query/api/query/vector/ob_vector_index_util.h (include); src/query/api/query/vector/ob_vector_index_adaptor.h -> src/query/api/query/vector/ob_vector_index_util.h (include)
sql-das	sql-parser-sys	listed	2	0	0	0	0	0	2	0	0	src/sql/das/iter/ob_das_text_retrieval_eval_node.h -> src/sql/parser/fts_base.h (island); src/sql/das/iter/ob_das_text_retrieval_eval_node.h -> src/sql/parser/fts_parse.h (island)
sql-das	sql-session	listed	1	1	0	0	0	0	0	0	0	src/sql/das/ob_das_context.cpp -> src/sql/session/ob_basic_session_info.h (include)
sql-das	sql-ir	listed	2	2	0	0	0	0	0	0	0	src/sql/das/ob_das_dml_ctx_define.h -> src/sql/resolver/dml/ob_hint.h (include); src/sql/optimizer/ob_table_location.h -> src/sql/resolver/dml/ob_dml_stmt.h (include)
sql-das	sql-exec	listed	56	51	5	0	0	0	0	0	0	src/query/api/query/vector/ob_vector_index_adaptor.h -> src/query/api/query/engine/expr/ob_expr.h (include); src/query/api/query/vector/ob_vector_query_result.h -> src/query/api/query/engine/expr/ob_expr.h (include); src/sql/das/iter/ob_das_scan_iter.cpp -> src/query/api/query/das/ob_das_iter_access.h (definition)
sql-das	sql-expr	listed	13	13	0	0	0	0	0	0	0	src/sql/das/iter/ob_das_hnsw_scan_iter.cpp -> src/sql/engine/expr/ob_expr_vector.h (include); src/sql/das/iter/ob_das_hnsw_scan_iter.h -> src/sql/engine/expr/ob_expr_vector.h (include)
sql-das	sql-engine	upward-named	18	15	3	0	0	0	0	0	0	src/sql/das/iter/ob_das_iter_utils.h -> src/sql/engine/table/ob_table_scan_op.h (include); src/sql/das/iter/ob_das_sort_iter.h -> src/sql/engine/sort/ob_sort_op_impl.h (include); src/sql/das/ob_das_delete_op.cpp -> src/sql/engine/dml/ob_dml_service.h (definition)
sql-das	sql-resolver	upward-named	3	3	0	0	0	0	0	0	0	src/sql/das/iter/ob_das_ivf_scan_iter.cpp -> src/sql/resolver/ddl/ob_vec_index_builder_util.h (include); src/sql/das/ob_domain_id.cpp -> src/sql/resolver/ddl/ob_fts_index_builder_util.h (include)
sql-das	sql-rewrite	upward-named	3	3	0	0	0	0	0	0	0	src/sql/das/ob_das_scan_op.h -> src/sql/rewrite/ob_query_range_define.h (include); src/sql/optimizer/ob_table_location.cpp -> src/sql/rewrite/ob_transform_utils.h (include)
sql-das	sql-optimizer	upward-named	7	7	0	0	0	0	0	0	0	src/sql/das/iter/ob_das_index_merge_iter.h -> src/sql/optimizer/ob_join_order.h (include); src/sql/das/ob_das_attach_define.h -> src/sql/optimizer/ob_join_order.h (include)
sql-das	sql-codegen	upward-named	1	1	0	0	0	0	0	0	0	src/sql/optimizer/ob_table_location.h -> src/sql/code_generator/ob_column_index_provider.h (include)
sql-das	sql	upward-named	6	6	0	0	0	0	0	0	0	src/sql/das/ob_das_context.cpp -> src/sql/ob_sql_context.h (include); src/sql/das/ob_das_define.h -> src/sql/ob_phy_table_location.h (include)
sql-das	pl	upward-named	2	2	0	0	0	0	0	0	0	src/sql/das/ob_das_define.cpp -> src/sql/pl/ob_pl.h (include); src/sql/das/ob_das_utils.cpp -> src/sql/pl/ob_pl.h (include)
sql-engine	ob-errno	listed	1	0	0	0	0	1	0	0	0	src/sql/engine/px/exchange/ob_row_heap.h -> src/share/mysql_errno.h (via-generated)
sql-engine	ob-base	listed	209	209	0	0	0	0	0	0	0	src/share/geo/ob_geo_mvt.h -> src/oblib/lib/allocator/ob_allocator.h (include); src/share/geo/ob_geo_mvt.h -> src/oblib/lib/container/ob_iarray.h (include)
sql-engine	ob-runtime	listed	41	41	0	0	0	0	0	0	0	src/share/geo/ob_geo_mvt.cpp -> src/share/rc/ob_server_runtime.h (include); src/sql/dtl/ob_dtl_basic_channel.cpp -> src/share/rc/ob_server_runtime.h (include)
sql-engine	ob-values	listed	41	41	0	0	0	0	0	0	0	src/share/geo/ob_geo_mvt.cpp -> src/share/object/ob_obj_cast.h (include); src/sql/dtl/ob_dtl_interm_result_manager.h -> src/oblib/common/sql_mode/ob_sql_mode.h (include)
sql-engine	ob-values-doc	listed	9	9	0	0	0	0	0	0	0	src/share/geo/ob_geo_mvt.cpp -> src/oblib/common/json_type/ob_json_bin.h (include); src/sql/engine/aggregate/ob_aggregate_processor.cpp -> src/oblib/common/xml/ob_binary_aggregate.h (include)
sql-engine	ob-share	listed	20	20	0	0	0	0	0	0	0	src/share/geo/ob_geo_mvt.cpp -> src/share/ob_lob_access_utils.h (include); src/sql/dtl/ob_dtl_basic_channel.h -> src/share/ob_server_struct.h (include)
sql-engine	ob-schema	listed	10	10	0	0	0	0	0	0	0	src/sql/engine/dml/ob_table_modify_op.cpp -> src/share/ob_autoincrement_service.h (include); src/sql/engine/pdml/static/ob_px_sstable_insert_op.cpp -> src/share/ob_autoincrement_service.h (include)
sql-engine	geo-sys	listed	6	0	0	0	0	0	6	0	0	src/share/geo/ob_geo_mvt.cpp -> src/share/geo/ob_geo_mvt_encode_visitor.h (island); src/share/geo/ob_geo_mvt.cpp -> src/share/geo/ob_geo_utils.h (island)
sql-engine	storage-api	listed	26	26	0	0	0	0	0	0	0	src/sql/engine/aggregate/ob_pushdown_aggregate_program.cpp -> src/share/aggregate/ob_pushdown_aggregate_protocol.h (include); src/sql/engine/aggregate/ob_pushdown_aggregate_program.h -> src/share/aggregate/ob_pushdown_aggregate_protocol.h (include)
sql-engine	storage-tablet	listed	7	7	0	0	0	0	0	0	0	src/sql/dtl/ob_dtl_interm_result_manager.cpp -> src/data_plane/api/data_plane/tmp_file/ob_tmp_file.h (include); src/sql/engine/dml/ob_dml_service.cpp -> src/data_plane/api/data_plane/lob/ob_lob_read.h (include)
sql-engine	storage-engine	listed	2	2	0	0	0	0	0	0	0	src/sql/engine/px/ob_px_sub_coord.cpp -> src/storage/ddl/ob_ddl_direct_load_utils.h (include); src/sql/engine/px/ob_px_sub_coord.cpp -> src/storage/ddl/ob_ddl_insert_dag.h (include)
sql-engine	storage-search	listed	1	1	0	0	0	0	0	0	0	src/sql/engine/dml/ob_dml_service.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include)
sql-engine	sql-parse-tree	listed	4	4	0	0	0	0	0	0	0	src/sql/engine/prepare/ob_deallocate_executor.h -> src/sql/parser/parse_node.h (include); src/sql/engine/prepare/ob_execute_executor.h -> src/sql/parser/parse_node.h (include)
sql-engine	sql-session	listed	3	3	0	0	0	0	0	0	0	src/sql/engine/dml/ob_table_modify_op.h -> src/sql/session/ob_inner_sql_connection.h (include); src/sql/engine/prepare/ob_prepare_executor.h -> src/sql/session/ob_sql_session_info.h (include)
sql-engine	sql-ir	listed	9	9	0	0	0	0	0	0	0	src/sql/dtl/ob_dtl_channel_loop.h -> src/query/api/query/monitor/ob_monitor_node.h (include); src/sql/dtl/ob_dtl_linked_buffer.cpp -> src/sql/ob_sql_utils.h (include)
sql-engine	sql-exec	listed	220	214	4	0	2	0	0	0	0	src/sql/dtl/ob_dtl_basic_channel.h -> src/sql/engine/basic/ob_chunk_row_store.h (include); src/sql/dtl/ob_dtl_interm_result_manager.h -> src/sql/engine/basic/ob_chunk_datum_store.h (include); src/sql/engine/basic/ob_batch_result_holder.cpp -> src/query/api/query/engine/basic/ob_batch_result_holder.h (definition)
sql-engine	sql-expr	listed	32	32	0	0	0	0	0	0	0	src/sql/engine/aggregate/ob_aggregate_processor.cpp -> src/sql/engine/expr/ob_expr_add.h (include); src/sql/engine/aggregate/ob_aggregate_processor.cpp -> src/sql/engine/expr/ob_expr_estimate_ndv.h (include)
sql-engine	sql-das	listed	34	34	0	0	0	0	0	0	0	src/sql/engine/basic/ob_group_join_buffer.h -> src/sql/das/ob_das_context.h (include); src/sql/engine/dml/ob_conflict_checker.cpp -> src/sql/das/ob_das_utils.h (include)
sql-engine	sql-resolver	upward-named	6	6	0	0	0	0	0	0	0	src/sql/engine/dml/ob_table_replace_op.cpp -> src/sql/resolver/ddl/ob_fts_index_builder_util.h (include); src/sql/engine/prepare/ob_deallocate_executor.cpp -> src/sql/resolver/prepare/ob_deallocate_stmt.h (include)
sql-engine	sql-rewrite	upward-named	1	1	0	0	0	0	0	0	0	src/sql/engine/table/ob_table_scan_op.h -> src/sql/rewrite/ob_range_generator.h (include)
sql-engine	sql-optimizer	upward-named	11	11	0	0	0	0	0	0	0	src/sql/engine/aggregate/ob_adaptive_bypass_ctrl.cpp -> src/sql/optimizer/ob_opt_selectivity.h (include); src/sql/engine/aggregate/ob_aggregate_processor.cpp -> src/sql/optimizer/stat/ob_dbms_stats_utils.h (include)
sql-engine	sql-codegen	upward-named	1	1	0	0	0	0	0	0	0	src/sql/engine/table/ob_table_scan_op.h -> src/sql/engine/ob_operator_reg.h (include)
sql-engine	sql	upward-named	19	19	0	0	0	0	0	0	0	src/sql/dtl/ob_dtl_basic_channel.h -> src/sql/ob_scanner.h (include); src/sql/dtl/ob_dtl_local_channel.h -> src/sql/ob_scanner.h (include)
sql-engine	pl	upward-named	5	5	0	0	0	0	0	0	0	src/sql/engine/aggregate/ob_aggregate_processor.cpp -> src/sql/pl/ob_pl.h (include); src/sql/engine/dml/ob_dml_service.cpp -> src/sql/pl/ob_pl.h (include)
sql-parser	ob-errno	listed	2	0	0	0	0	2	0	0	0	src/sql/parser/ob_parser_utils.h -> src/share/mysql_errno.h (via-generated); src/sql/parser/ob_sql_parser.cpp -> src/share/mysql_errno.h (via-generated)
sql-parser	ob-base	listed	15	15	0	0	0	0	0	0	0	src/sql/parser/ob_fast_parser.cpp -> src/oblib/lib/worker.h (include); src/sql/parser/ob_fast_parser.cpp -> src/share/ob_define.h (include)
sql-parser	ob-values	listed	2	2	0	0	0	0	0	0	0	src/sql/parser/ob_fast_parser.h -> src/oblib/lib/charset/ob_charset.h (include); src/sql/parser/ob_parser.h -> src/oblib/lib/charset/ob_charset.h (include)
sql-parser	storage-search	listed	1	1	0	0	0	0	0	0	0	src/sql/parser/ob_parse_simd.cpp -> src/data_plane/api/data_plane/vector/ob_vector_op_common.h (include)
sql-parser	sql-parse-tree	listed	7	6	1	0	0	0	0	0	0	src/sql/parser/ob_item_type_str.h -> src/sql/parser/ob_item_type.h (include); src/sql/parser/ob_parser.cpp -> src/sql/parser/parse_node.h (include); src/pl/parser/ob_pl_parser.cpp -> src/query/api/query/parser/parse_node.h (definition)
sql-parser	sql-parser-sys	listed	7	4	0	0	0	0	3	0	0	src/sql/parser/ob_fast_parser.cpp -> src/sql/parser/parse_malloc.h (include); src/sql/parser/ob_fast_parser.h -> src/sql/parser/ob_char_type.h (include); src/pl/parser/ob_pl_parser.cpp -> src/pl/parser/pl_parser_base.c (island)
sql-parser	sql	upward-named	1	1	0	0	0	0	0	0	0	src/sql/parser/ob_fast_parser.h -> src/sql/plan_cache/ob_plan_cache_struct.h (include)
sql-parser	pl	upward-named	5	3	1	0	1	0	0	0	0	src/pl/parser/ob_pl_parser.cpp -> src/pl/ob_pl_resolver.h (include); src/pl/parser/ob_pl_parser.cpp -> src/pl/parser/ob_pl_parser.h (include); src/pl/parser/ob_pl_parser.cpp -> src/sql/pl/parser/ob_pl_parser.h (definition)
sql-resolver	ob-base	listed	93	93	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_anonymous_block_resolver.h -> src/oblib/lib/container/ob_se_array.h (include); src/sql/resolver/cmd/ob_anonymous_block_stmt.h -> src/oblib/lib/allocator/ob_allocator.h (include)
sql-resolver	ob-runtime	listed	5	5	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_alter_system_stmt.h -> src/data_plane/api/data_plane/scheduler/ob_sys_task_stat.h (include); src/sql/resolver/cmd/ob_alter_system_stmt.h -> src/share/io/ob_io_calibration.h (include)
sql-resolver	ob-values	listed	11	11	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_anonymous_block_stmt.h -> src/oblib/common/object/ob_object.h (include); src/sql/resolver/cmd/ob_call_procedure_stmt.h -> src/oblib/common/object/ob_object.h (include)
sql-resolver	ob-share	listed	12	12	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_alter_system_resolver.cpp -> src/share/ob_server_struct.h (include); src/sql/resolver/cmd/ob_alter_system_resolver.cpp -> src/share/ob_share_util.h (include)
sql-resolver	ob-schema	listed	87	87	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_alter_system_stmt.h -> src/share/ob_rpc_struct.h (include); src/sql/resolver/cmd/ob_anonymous_block_resolver.h -> src/share/ob_rpc_struct.h (include)
sql-resolver	storage-api	listed	2	2	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_set_transaction_resolver.cpp -> src/data_plane/api/data_plane/transaction/ob_transaction_isolation.h (include); src/sql/resolver/ob_resolver_utils.cpp -> src/data_plane/api/data_plane/transaction/ob_xa_id.h (include)
sql-resolver	storage-sstable	listed	1	1	0	0	0	0	0	0	0	src/sql/resolver/ddl/ob_ddl_resolver.cpp -> src/data_plane/api/data_plane/blocksstable/ob_index_block_util.h (include)
sql-resolver	storage-search	listed	14	14	0	0	0	0	0	0	0	src/sql/resolver/ddl/ob_alter_table_resolver.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include); src/sql/resolver/ddl/ob_create_table_resolver.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include)
sql-resolver	sql-parse-tree	listed	11	11	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_anonymous_block_stmt.h -> src/sql/parser/parse_node.h (include); src/sql/resolver/cmd/ob_call_procedure_stmt.h -> src/sql/parser/parse_node.h (include)
sql-resolver	sql-parser-sys	listed	2	2	0	0	0	0	0	0	0	src/sql/resolver/dml/ob_del_upd_resolver.cpp -> src/sql/parser/parse_malloc.h (include); src/sql/resolver/ob_resolver_utils.cpp -> src/sql/parser/parse_malloc.h (include)
sql-resolver	sql-session	listed	26	26	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_alter_system_resolver.h -> src/sql/session/ob_sql_session_info.h (include); src/sql/resolver/cmd/ob_diff_table_resolver.cpp -> src/sql/session/ob_sql_session_info.h (include)
sql-resolver	sql-ir	listed	58	58	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_call_procedure_stmt.cpp -> src/sql/resolver/expr/ob_raw_expr_util.h (include); src/sql/resolver/cmd/ob_cmd_resolver.h -> src/sql/resolver/ob_resolver_define.h (include)
sql-resolver	sql-exec	listed	20	19	1	0	0	0	0	0	0	src/sql/resolver/dcl/ob_grant_resolver.cpp -> src/sql/engine/ob_exec_context.h (include); src/sql/resolver/dcl/ob_revoke_resolver.cpp -> src/sql/engine/ob_exec_context.h (include); src/sql/resolver/ob_schema_checker.cpp -> src/query/api/query/resolver/ob_schema_lookup.h (definition)
sql-resolver	sql-expr	listed	13	13	0	0	0	0	0	0	0	src/sql/resolver/dcl/ob_dcl_resolver.cpp -> src/sql/engine/expr/ob_expr_validate_password_strength.h (include); src/sql/resolver/ddl/ob_ddl_resolver.cpp -> src/sql/engine/expr/ob_obj_cast_runtime.h (include)
sql-resolver	sql-das	listed	2	2	0	0	0	0	0	0	0	src/sql/resolver/dml/ob_del_upd_resolver.cpp -> src/sql/das/ob_domain_id.h (include); src/sql/resolver/dml/ob_dml_resolver.cpp -> src/sql/das/ob_domain_id.h (include)
sql-resolver	sql-engine	listed	1	1	0	0	0	0	0	0	0	src/sql/resolver/dml/ob_dml_resolver.cpp -> src/sql/engine/aggregate/ob_aggregate_processor.h (include)
sql-resolver	sql-parser	listed	5	5	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_diff_table_resolver.cpp -> src/sql/parser/ob_parser.h (include); src/sql/resolver/dml/ob_dml_resolver.cpp -> src/sql/parser/ob_item_type_str.h (include)
sql-resolver	sql-rewrite	upward-named	13	13	0	0	0	0	0	0	0	src/sql/resolver/ddl/ob_create_table_resolver.cpp -> src/sql/rewrite/ob_transform_utils.h (include); src/sql/resolver/ddl/ob_ddl_resolver.cpp -> src/sql/rewrite/ob_transform_pre_process.h (include)
sql-resolver	sql-optimizer	upward-named	4	4	0	0	0	0	0	0	0	src/sql/resolver/ddl/ob_analyze_stmt.h -> src/sql/optimizer/stat/ob_stat_define.h (include); src/sql/resolver/ddl/ob_analyze_stmt_resolver.cpp -> src/sql/optimizer/stat/ob_dbms_stats_utils.h (include)
sql-resolver	sql-codegen	upward-named	2	2	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_call_procedure_stmt.cpp -> src/sql/code_generator/ob_expr_generator_impl.h (include); src/sql/resolver/ob_resolver_utils.cpp -> src/sql/code_generator/ob_column_index_provider.h (include)
sql-resolver	sql	upward-named	8	8	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_call_procedure_stmt.h -> src/sql/plan_cache/ob_prepare_stmt_struct.h (include); src/sql/resolver/cmd/ob_load_data_resolver.cpp -> src/sql/engine/cmd/ob_load_data_file_reader.h (include)
sql-resolver	pl	upward-named	28	28	0	0	0	0	0	0	0	src/sql/resolver/cmd/ob_anonymous_block_resolver.cpp -> src/sql/pl/ob_pl_build.h (include); src/sql/resolver/cmd/ob_anonymous_block_resolver.cpp -> src/sql/pl/ob_pl_package.h (include)
sql-rewrite	ob-base	listed	29	29	0	0	0	0	0	0	0	src/sql/rewrite/ob_equal_analysis.cpp -> src/oblib/lib/utility/ob_smart_call.h (include); src/sql/rewrite/ob_expr_range_converter.cpp -> src/oblib/lib/container/ob_array_serialization.h (include)
sql-rewrite	ob-values	listed	7	7	0	0	0	0	0	0	0	src/sql/rewrite/ob_expr_range_converter.cpp -> src/oblib/common/timezone/ob_time_convert.h (include); src/sql/rewrite/ob_key_part.h -> src/oblib/common/object/ob_obj_compare.h (include)
sql-rewrite	ob-share	listed	1	1	0	0	0	0	0	0	0	src/sql/rewrite/ob_range_generator.cpp -> src/share/ob_lob_access_utils.h (include)
sql-rewrite	ob-schema	listed	1	1	0	0	0	0	0	0	0	src/sql/rewrite/ob_transform_win_magic.cpp -> src/share/schema/ob_table_schema.h (include)
sql-rewrite	geo-sys	listed	5	0	0	0	0	0	5	0	0	src/sql/rewrite/ob_expr_range_converter.cpp -> src/share/geo/ob_geo_utils.h (island); src/sql/rewrite/ob_key_part.h -> src/share/geo/ob_geo_common.h (island)
sql-rewrite	storage-search	listed	1	1	0	0	0	0	0	0	0	src/sql/rewrite/ob_transform_pre_process.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include)
sql-rewrite	sql-parse-tree	listed	2	2	0	0	0	0	0	0	0	src/sql/rewrite/ob_transform_min_max.h -> src/sql/parser/ob_item_type.h (include); src/sql/rewrite/ob_transformer_impl.h -> src/sql/parser/parse_node.h (include)
sql-rewrite	sql-ir	listed	96	96	0	0	0	0	0	0	0	src/sql/rewrite/ob_equal_analysis.h -> src/sql/resolver/dml/ob_dml_stmt.h (include); src/sql/rewrite/ob_equal_analysis.h -> src/sql/resolver/expr/ob_raw_expr.h (include)
sql-rewrite	sql-exec	listed	6	6	0	0	0	0	0	0	0	src/sql/rewrite/ob_key_part.h -> src/sql/engine/expr/ob_expr_res_type.h (include); src/sql/rewrite/ob_query_range_define.cpp -> src/sql/engine/ob_exec_context.h (include)
sql-rewrite	sql-expr	listed	14	14	0	0	0	0	0	0	0	src/sql/rewrite/ob_expr_range_converter.cpp -> src/sql/engine/expr/ob_expr_like.h (include); src/sql/rewrite/ob_expr_range_converter.cpp -> src/sql/engine/expr/ob_expr_result_type_util.h (include)
