from_crate	to_crate	class	edges	include	definition	link	own-header	via-generated	island	from-island	rust-header	examples
storage-tablet	storage-engine	upward-named	70	70	0	0	0	0	0	0	0	src/storage/access/ob_multiple_merge.cpp -> src/storage/compaction/ob_tablet_scheduler.h (include); src/storage/access/ob_sample_iter_helper.cpp -> src/storage/ddl/ob_tablet_ddl_kv.h (include)
storage-tablet	storage-search	upward-named	15	15	0	0	0	0	0	0	0	src/storage/ls/ob_ls.h -> src/data_plane/api/data_plane/vector/ob_i_vector_index_runtime.h (include); src/storage/ls/ob_ls_tablet_service.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include)
storage-tablet	sql-parse-tree	upward-named	1	1	0	0	0	0	0	0	0	src/storage/ob_order_perserving_encoder.cpp -> src/query/api/query/parser/parse_node.h (include)
storage-tablet	sql-exec	upward-named	18	17	1	0	0	0	0	0	0	src/storage/access/ob_aggregated_store.h -> src/query/api/query/engine/expr/ob_expr.h (include); src/storage/access/ob_dml_param.h -> src/query/api/query/engine/basic/ob_row_to_expr_projector.h (include); src/storage/access/ob_dml_param.cpp -> src/query/api/query/engine/basic/ob_row_to_expr_projector.h (definition)
storage-tablet	x-dropped	uses-dropped	1	1	0	0	0	0	0	0	0	src/storage/multi_data_source/ob_mds_event_buffer.h -> src/oblib/easy/util/easy_time.h (include)
storage-engine	ob-errno	listed	1	0	0	0	0	1	0	0	0	src/storage/ddl/ob_ddl_redo_log_row_iterator.h -> src/share/mysql_errno.h (via-generated)
storage-engine	ob-base	listed	91	90	0	0	0	1	0	0	0	src/storage/compaction/ob_batch_exec_dag.h -> src/oblib/lib/lock/ob_mutex.h (include); src/storage/compaction/ob_compaction_diagnose.h -> src/oblib/lib/list/ob_dlist.h (include); src/storage/ddl/ob_ddl_lock.cpp -> src/share/ob_define.h (via-generated)
storage-engine	ob-runtime	listed	96	96	0	0	0	0	0	0	0	src/storage/compaction/ob_basic_tablet_merge_ctx.cpp -> src/share/rc/ob_server_runtime.h (include); src/storage/compaction/ob_basic_tablet_merge_ctx.cpp -> src/storage/scheduler/ob_dag_warning_history_mgr.h (include)
storage-engine	ob-values	listed	26	26	0	0	0	0	0	0	0	src/storage/compaction/ob_compaction_schedule_iterator.h -> src/oblib/common/ob_tablet_id.h (include); src/storage/compaction/ob_index_block_micro_iterator.h -> src/oblib/common/ob_range.h (include)
storage-engine	ob-share	listed	100	100	0	0	0	0	0	0	0	src/storage/compaction/filter/ob_tx_data_minor_filter.h -> src/share/scn.h (include); src/storage/compaction/ob_basic_tablet_merge_ctx.cpp -> src/share/ob_structured_event_logger.h (include)
storage-engine	ob-schema	listed	23	23	0	0	0	0	0	0	0	src/storage/compaction/ob_basic_tablet_merge_ctx.cpp -> src/share/schema/ob_schema_runtime_service.h (include); src/storage/compaction/ob_index_block_micro_iterator.h -> src/share/schema/ob_table_schema.h (include)
storage-engine	ob-log	listed	3	3	0	0	0	0	0	0	0	src/storage/ddl/ob_complement_data_task.cpp -> src/logservice/ob_log_service.h (include); src/storage/ddl/ob_ddl_clog.h -> src/logservice/ob_append_callback.h (include)
storage-engine	storage-api	listed	50	50	0	0	0	0	0	0	0	src/storage/compaction/ob_i_compaction_filter.h -> src/storage/access/ob_table_param.h (include); src/storage/ddl/ob_ddl_batch_rows.h -> src/data_plane/api/data_plane/blocksstable/ob_datum_row.h (include)
storage-engine	storage-sstable	listed	77	77	0	0	0	0	0	0	0	src/storage/compaction/ob_compaction_memory_pool.h -> src/storage/blocksstable/ob_data_buffer.h (include); src/storage/compaction/ob_index_block_micro_iterator.h -> src/storage/blocksstable/index_block/ob_index_block_dual_meta_iterator.h (include)
storage-engine	storage-tx	listed	11	11	0	0	0	0	0	0	0	src/storage/compaction/ob_compaction_trans_cache.h -> src/storage/tx/ob_trans_define.h (include); src/storage/compaction/ob_compaction_trans_cache.h -> src/storage/tx/ob_tx_data_define.h (include)
storage-engine	storage-tablet	listed	192	189	2	0	1	0	0	0	0	src/storage/compaction/filter/ob_mds_info_compaction_filter.cpp -> src/storage/truncate_info/ob_mds_info_distinct_mgr.h (include); src/storage/compaction/filter/ob_mds_info_compaction_filter.h -> src/storage/truncate_info/ob_truncate_info_array.h (include); src/storage/ddl/ob_ddl_seq_generator.cpp -> src/data_plane/api/data_plane/ddl/ob_ddl_seq_generator.h (definition)
storage-engine	storage-search	upward-named	10	10	0	0	0	0	0	0	0	src/storage/ddl/ob_ddl_pipeline.cpp -> src/storage/api/storage/vector/ob_i_vector_index_runtime.h (include); src/storage/ddl/ob_ddl_struct.cpp -> src/query/api/query/vector/ob_vector_index_util.h (include)
storage-engine	sql-exec	upward-named	10	10	0	0	0	0	0	0	0	src/storage/ddl/ob_ddl_pipeline.cpp -> src/query/api/query/engine/expr/ob_array_expr_utils.h (include); src/storage/ddl/ob_ddl_pipeline.cpp -> src/query/api/query/engine/expr/ob_expr_lob_utils.h (include)
storage-engine	sql-das	upward-named	2	2	0	0	0	0	0	0	0	src/storage/ddl/ob_hnsw_embedmgr.h -> src/query/api/query/vector/ob_vector_embedding_handler.h (include); src/storage/ddl/ob_vector_index_ddl_pipeline.h -> src/query/api/query/vector/ob_vector_embedding_handler.h (include)
storage-engine	rootserver	upward-named	1	1	0	0	0	0	0	0	0	src/storage/ddl/ob_ddl_insert_dag.cpp -> src/rootserver/ddl_task/ob_ddl_task.h (include)
storage-search	ob-base	listed	145	143	0	0	0	2	0	0	0	src/data_plane/api/data_plane/fts/dict/ob_gen_dic_loader.h -> src/oblib/lib/lock/ob_tc_rwlock.h (include); src/data_plane/api/data_plane/fts/ob_doc_id.h -> src/share/ob_define.h (include); src/storage/fts/dict/ob_ft_range_dict.cpp -> src/share/ob_define.h (via-generated)
storage-search	ob-simd	listed	22	13	4	0	5	0	0	0	0	src/data_plane/api/data_plane/vector/ob_vector_cosine_similarity.h -> src/data_plane/api/data_plane/vector/ob_vector_ip_distance.h (include); src/data_plane/api/data_plane/vector/ob_vector_ip_similarity.h -> src/data_plane/api/data_plane/vector/ob_vector_ip_distance.h (include); src/storage/vector_type/ob_sparse_vector_ip_distance.cpp -> src/data_plane/api/data_plane/vector/ob_sparse_vector_ip_distance.h (definition)
storage-search	ob-runtime	listed	19	19	0	0	0	0	0	0	0	src/observer/vector_index/ob_vector_index_util.cpp -> src/oblib/lib/file/ob_string_util.h (include); src/observer/vector_index/ob_vector_index_util.cpp -> src/share/rc/ob_server_runtime.h (include)
storage-search	ob-values	listed	41	41	0	0	0	0	0	0	0	src/data_plane/api/data_plane/fts/ob_doc_id.h -> src/oblib/common/object/ob_object.h (include); src/data_plane/api/data_plane/fts/ob_fts_parser_helper.h -> src/oblib/common/object/ob_object.h (include)
storage-search	ob-values-doc	listed	5	5	0	0	0	0	0	0	0	src/data_plane/api/data_plane/fts/ob_fts_parser_property.h -> src/oblib/common/json_type/ob_json_base.h (include); src/storage/fts/ob_fts_parser_helper.cpp -> src/oblib/common/json_type/ob_json_tree.h (include)
storage-search	ob-share	listed	12	12	0	0	0	0	0	0	0	src/data_plane/api/data_plane/fts/dict/ob_dic_loader.h -> src/oblib/common/mysqlclient/ob_mysql_transaction.h (include); src/data_plane/api/data_plane/fts/dict/ob_dic_loader.h -> src/share/ob_dml_sql_splicer.h (include)
storage-search	ob-schema	listed	1	1	0	0	0	0	0	0	0	src/query/api/query/vector/ob_vector_index_util.h -> src/share/schema/ob_table_schema.h (include)
storage-search	geo-sys	listed	1	0	0	0	0	0	1	0	0	src/storage/vector_type/ob_vector_common_util.cpp -> src/share/geo/ob_s2adapter.h (island)
storage-search	vsag-sys	listed	1	1	0	0	0	0	0	0	0	src/observer/vector_index/ob_vector_index_util.cpp -> src/share/roaringbitmap/ob_rb_memory_mgr.h (include)
storage-search	storage-api	listed	5	4	1	0	0	0	0	0	0	src/query/api/query/vector/ob_vector_index_util.h -> src/query/api/query/engine/vector/ob_i_vector.h (include); src/storage/fts/ob_fts_doc_word_iterator.h -> src/storage/access/ob_table_param.h (include); src/storage/retrieval/ob_sparse_vector_block_source.cpp -> src/data_plane/api/data_plane/access/ob_table_scan_access.h (definition)
storage-search	storage-sstable	listed	3	3	0	0	0	0	0	0	0	src/storage/retrieval/ob_block_stat_collector.h -> src/storage/blocksstable/index_block/ob_index_block_util.h (include); src/storage/retrieval/ob_block_stat_collector.h -> src/storage/blocksstable/ob_datum_row.h (include)
storage-search	storage-tx	listed	4	4	0	0	0	0	0	0	0	src/observer/vector_index/ob_vector_index_util.cpp -> src/storage/allocator/ob_shared_memory_allocator_mgr.h (include); src/storage/fts/dict/ob_dic_lock.cpp -> src/storage/tablelock/ob_lock_inner_connection_util.h (include)
storage-search	storage-tablet	listed	11	11	0	0	0	0	0	0	0	src/storage/fts/ob_fts_doc_word_iterator.cpp -> src/storage/access/ob_table_scan_iterator.h (include); src/storage/fts/ob_fts_doc_word_iterator.cpp -> src/storage/tx_storage/ob_access_service.h (include)
storage-search	storage-engine	listed	2	2	0	0	0	0	0	0	0	src/storage/fts/dict/ob_dic_lock.h -> src/storage/ddl/ob_ddl_lock.h (include); src/storage/vector_index/ob_vector_kmeans_ctx.cpp -> src/storage/ddl/ob_direct_load_struct.h (include)
storage-search	sql-exec	upward-named	20	20	0	0	0	0	0	0	0	src/observer/vector_index/ob_vector_index_util.cpp -> src/sql/engine/expr/ob_array_expr_utils.h (include); src/observer/vector_index/ob_vector_index_util.cpp -> src/sql/engine/ob_exec_context.h (include)
storage-search	sql-expr	upward-named	2	2	0	0	0	0	0	0	0	src/observer/vector_index/ob_vector_index_util.cpp -> src/sql/engine/expr/ob_expr_ai/ob_ai_func_utils.h (include); src/observer/vector_index/ob_vector_index_util.cpp -> src/sql/engine/expr/ob_expr_vector.h (include)
storage-search	sql-das	upward-named	6	6	0	0	0	0	0	0	0	src/observer/vector_index/ob_vector_index_util.cpp -> src/query/api/query/vector/ob_vector_index_adaptor.h (include); src/observer/vector_index/ob_vector_index_util.cpp -> src/query/api/query/vector/ob_vector_index_service.h (include)
storage-search	sql-resolver	upward-named	2	2	0	0	0	0	0	0	0	src/observer/vector_index/ob_vector_index_util.cpp -> src/sql/resolver/ddl/ob_fts_index_builder_util.h (include); src/observer/vector_index/ob_vector_index_util.cpp -> src/sql/resolver/ddl/ob_vec_index_builder_util.h (include)
storage-search	rootserver	upward-named	2	2	0	0	0	0	0	0	0	src/observer/vector_index/ob_vector_index_util.cpp -> src/rootserver/ob_ddl_operator.h (include); src/observer/vector_index/ob_vector_index_util.cpp -> src/rootserver/ob_ddl_service.h (include)
storage-search	observer	upward-named	3	3	0	0	0	0	0	0	0	src/observer/vector_index/ob_vector_index_util.cpp -> src/observer/vector_index/ob_plugin_vector_index_service.h (include); src/observer/vector_index/ob_vector_index_util.cpp -> src/observer/vector_index/ob_plugin_vector_index_utils.h (include)
sql-parse-tree	ob-base	listed	2	2	0	0	0	0	0	0	0	src/objit/include/objit/common/ob_item_type.h -> src/oblib/lib/utility/ob_print_utils.h (include); src/query/api/query/parser/ob_item_type.h -> src/oblib/lib/utility/ob_print_utils.h (include)
sql-parse-tree	ob-runtime	listed	1	1	0	0	0	0	0	0	0	src/query/api/query/parser/ob_item_type.h -> src/share/cache/ob_cache_type.h (include)
sql-parse-tree	ob-values	listed	1	1	0	0	0	0	0	0	0	src/query/api/query/parser/parse_node.h -> src/oblib/common/sql_mode/ob_sql_mode.h (include)
sql-parser-sys	ob-base	listed	12	4	0	0	0	0	0	8	0	src/sql/parser/parse_malloc.cpp -> src/oblib/lib/allocator/ob_allocator.h (include); src/sql/parser/parse_malloc.cpp -> src/oblib/lib/utility/alloc_assist.h (include); src/pl/parser/pl_parser_base.h -> src/oblib/lib/ob_date_unit_type.h (from-island)
sql-parser-sys	ob-values	listed	4	2	0	0	0	0	0	2	0	src/sql/parser/ob_parser_charset_utils.cpp -> src/oblib/lib/charset/ob_charset.h (include); src/sql/parser/parse_malloc.cpp -> src/oblib/lib/charset/ob_ctype.h (include); src/pl/parser/pl_parser_base.h -> src/oblib/lib/charset/ob_ctype_simple.cc (from-island)
sql-parser-sys	ob-schema	gone	1	0	0	0	0	0	0	1	0	src/sql/parser/sql_parser_base.h -> src/share/schema/ob_priv_type.h (from-island)
sql-parser-sys	sql-parse-tree	listed	7	1	0	0	0	0	1	5	0	src/sql/parser/parse_malloc.cpp -> src/sql/parser/parse_node.h (include); src/pl/parser/pl_parser_base.h -> src/sql/parser/parse_node.c (island); src/sql/parser/non_reserved_keywords_mysql_mode.c -> src/sql/parser/parse_node.h (from-island)
sql-parser-sys	sql-parser	upward-named	1	0	0	0	0	0	0	1	0	src/sql/parser/parse_node.c -> src/sql/parser/ob_parse_simd.cpp (from-island)
sql-parser-sys	sql	gone	1	0	0	0	0	0	0	1	0	src/sql/parser/sql_parser_base.h -> src/sql/ob_trans_character.h (from-island)
sql-parser-sys	pl	gone	2	0	0	0	0	0	0	2	0	src/pl/parser/pl_parser_base.h -> src/pl/parser/parse_stmt_item_type.h (from-island); src/pl/parser/pl_parser_base.h -> src/pl/parser/parse_stmt_node.h (from-island)
sql-session	ob-base	listed	35	31	0	0	0	4	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/oblib/lib/utility/ob_smart_call.h (include); src/sql/session/ob_basic_session_info.h -> src/oblib/lib/allocator/page_arena.h (include); src/sql/session/ob_basic_session_info.h -> src/oblib/lib/allocator/page_arena.h (via-generated)
sql-session	ob-runtime	listed	9	9	0	0	0	0	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/share/rc/ob_server_runtime.h (include); src/sql/session/ob_basic_session_info.h -> src/oblib/rpc/ob_sql_request_operator.h (include)
sql-session	ob-values	listed	12	9	0	0	0	3	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/oblib/common/number/ob_number_v2.h (include); src/sql/session/ob_basic_session_info.h -> src/oblib/common/sql_mode/ob_sql_mode_utils.h (include); src/sql/session/ob_basic_session_info.h -> src/oblib/common/object/ob_object.h (via-generated)
sql-session	ob-share	listed	11	11	0	0	0	0	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/share/ob_server_struct.h (include); src/sql/session/ob_basic_session_info.cpp -> src/share/ob_timezone_mgr.h (include)
sql-session	ob-schema	listed	11	11	0	0	0	0	0	0	0	src/sql/session/ob_basic_session_info.h -> src/share/schema/ob_schema_getter_guard.h (include); src/sql/session/ob_basic_session_info.h -> src/share/schema/ob_schema_struct.h (include)
sql-session	storage-api	listed	11	11	0	0	0	0	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/data_plane/api/data_plane/transaction/ob_i_transaction_service.h (include); src/sql/session/ob_basic_session_info.h -> src/data_plane/api/data_plane/transaction/ob_i_tx_callback.h (include)
sql-session	sql-ir	upward-named	1	1	0	0	0	0	0	0	0	src/sql/session/ob_sql_session_info.h -> src/sql/ob_optimizer_trace_impl.h (include)
sql-session	sql-exec	upward-named	17	12	4	0	1	0	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/sql/engine/ob_physical_plan.h (include); src/sql/session/ob_local_session_var.cpp -> src/sql/session/ob_local_session_var.h (include); src/sql/session/ob_local_session_var.cpp -> src/query/api/query/session/ob_local_session_var.h (definition)
sql-session	sql-expr	upward-named	3	3	0	0	0	0	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/sql/engine/expr/ob_expr_regexp_context.h (include); src/sql/session/ob_system_variable.cpp -> src/sql/engine/expr/ob_expr_plsql_variable.h (include)
sql-session	sql-engine	upward-named	1	1	0	0	0	0	0	0	0	src/sql/session/ob_sql_session_mgr.cpp -> src/sql/engine/dml/ob_trigger_handler.h (include)
sql-session	sql-parser	upward-named	1	1	0	0	0	0	0	0	0	src/sql/session/ob_basic_session_info.h -> src/sql/parser/ob_parser_utils.h (include)
sql-session	sql-optimizer	upward-named	1	1	0	0	0	0	0	0	0	src/sql/session/ob_sql_session_info.cpp -> src/sql/optimizer/stat/ob_opt_stat_manager.h (include)
sql-session	sql	upward-named	11	11	0	0	0	0	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/sql/monitor/show_trace/ob_show_trace.h (include); src/sql/session/ob_basic_session_info.cpp -> src/sql/plan_cache/ob_prepare_stmt_struct.h (include)
sql-session	pl	upward-named	4	4	0	0	0	0	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/sql/pl/ob_pl_package_state.h (include); src/sql/session/ob_basic_session_info.cpp -> src/sql/pl/ob_pl_server_cursor.h (include)
sql-session	observer	upward-named	1	1	0	0	0	0	0	0	0	src/sql/session/ob_basic_session_info.cpp -> src/oblib/rpc/obmysql/ob_sql_sock_session.h (include)
sql-ir	ob-base	listed	85	85	0	0	0	0	0	0	0	src/query/api/query/monitor/ob_monitor_node.h -> src/oblib/lib/profile/ob_trace_id.h (include); src/query/api/query/monitor/ob_monitor_node.h -> src/oblib/lib/string/ob_string.h (include)
sql-ir	ob-runtime	listed	9	9	0	0	0	0	0	0	0	src/query/api/query/monitor/ob_monitor_node.h -> src/share/diagnosis/ob_sql_monitor_statname.h (include); src/sql/ob_optimizer_trace_impl.cpp -> src/oblib/lib/file/file_directory_utils.h (include)
sql-ir	ob-values	listed	13	13	0	0	0	0	0	0	0	src/sql/ob_sql_utils.h -> src/oblib/common/ob_range.h (include); src/sql/ob_sql_utils.h -> src/oblib/common/object/ob_object.h (include)
sql-ir	ob-values-doc	listed	2	2	0	0	0	0	0	0	0	src/sql/pl/ob_pl_user_type.h -> src/oblib/common/json_type/ob_json_tree.h (include); src/sql/resolver/expr/ob_raw_expr_util.h -> src/oblib/common/udt/ob_array_type.h (include)
sql-ir	ob-share	listed	7	7	0	0	0	0	0	0	0	src/sql/ob_optimizer_trace_impl.cpp -> src/share/ob_version.h (include); src/sql/ob_sql_utils.cpp -> src/share/ob_timezone_mgr.h (include)
sql-ir	ob-schema	listed	15	15	0	0	0	0	0	0	0	src/pl/ob_pl_type.cpp -> src/share/schema/ob_routine_info.h (include); src/sql/ob_sql_utils.cpp -> src/share/schema/ob_schema_struct.h (include)
sql-ir	geo-sys	listed	2	0	0	0	0	0	2	0	0	src/sql/ob_sql_utils.cpp -> src/share/geo/ob_srs_provider.h (island); src/sql/ob_sql_utils.h -> src/share/geo/ob_s2adapter.h (island)
sql-ir	storage-api	listed	5	5	0	0	0	0	0	0	0	src/pl/ob_pl_type.cpp -> src/data_plane/api/data_plane/transaction/ob_i_transaction_service.h (include); src/sql/optimizer/ob_optimizer_util.cpp -> src/data_plane/api/data_plane/access/ob_parallel_range_task_planner.h (include)
sql-ir	sql-parse-tree	listed	8	7	1	0	0	0	0	0	0	src/sql/ob_sql_utils.h -> src/sql/parser/parse_node.h (include); src/sql/pl/ob_pl_type.h -> src/sql/parser/ob_item_type.h (include); src/sql/ob_sql_utils.cpp -> src/query/api/query/parser/parse_node.h (definition)
sql-ir	sql-parser-sys	listed	1	0	0	0	0	0	1	0	0	src/sql/ob_sql_utils.cpp -> src/sql/parser/ob_non_reserved_keywords.h (island)
sql-ir	sql-session	listed	2	2	0	0	0	0	0	0	0	src/sql/resolver/expr/ob_raw_expr.h -> src/sql/session/ob_system_variable.h (include); src/sql/resolver/expr/ob_raw_expr_util.h -> src/sql/session/ob_system_variable.h (include)
sql-ir	sql-exec	upward-named	19	17	2	0	0	0	0	0	0	src/pl/ob_pl_user_type.cpp -> src/query/api/query/protocol/ob_mysql_protocol_util.h (include); src/query/api/query/monitor/ob_monitor_node.h -> src/query/api/query/engine/ob_phy_operator_type.h (include); src/sql/ob_sql_utils.cpp -> src/query/api/query/ob_sql_name_service.h (definition)
sql-ir	sql-expr	upward-named	22	22	0	0	0	0	0	0	0	src/pl/ob_pl_type.cpp -> src/sql/engine/expr/ob_lob_result_materializer.h (include); src/sql/ob_sql_utils.cpp -> src/sql/engine/expr/ob_expr_func_part_hash.h (include)
sql-ir	sql-das	upward-named	1	1	0	0	0	0	0	0	0	src/sql/resolver/dml/ob_dml_stmt.h -> src/query/api/query/vector/ob_vector_index_param.h (include)
sql-ir	sql-parser	upward-named	3	3	0	0	0	0	0	0	0	src/sql/resolver/expr/ob_raw_expr_print_visitor.cpp -> src/sql/parser/ob_item_type_str.h (include); src/sql/resolver/expr/ob_raw_expr_util.cpp -> src/sql/parser/ob_sql_parser.h (include)
sql-ir	sql-resolver	upward-named	13	13	0	0	0	0	0	0	0	src/pl/ob_pl_type.cpp -> src/sql/resolver/ob_resolver_utils.h (include); src/pl/ob_pl_type.cpp -> src/sql/resolver/ob_stmt_resolver.h (include)
sql-ir	sql-rewrite	upward-named	11	11	0	0	0	0	0	0	0	src/sql/ob_sql_utils.cpp -> src/sql/rewrite/ob_transform_utils.h (include); src/sql/ob_sql_utils.h -> src/sql/rewrite/ob_query_range_provider.h (include)
sql-ir	sql-optimizer	upward-named	12	12	0	0	0	0	0	0	0	src/sql/ob_optimizer_trace_impl.cpp -> src/sql/optimizer/ob_access_path_estimation.h (include); src/sql/ob_optimizer_trace_impl.cpp -> src/sql/optimizer/ob_log_values.h (include)
sql-ir	sql-codegen	upward-named	1	1	0	0	0	0	0	0	0	src/sql/resolver/expr/ob_raw_expr.h -> src/sql/code_generator/ob_static_engine_expr_cg.h (include)
sql-ir	sql	upward-named	11	11	0	0	0	0	0	0	0	src/sql/ob_sql_utils.cpp -> src/sql/executor/ob_maintain_dependency_info_task.h (include); src/sql/ob_sql_utils.cpp -> src/sql/ob_sql.h (include)
sql-ir	pl	upward-named	7	7	0	0	0	0	0	0	0	src/pl/ob_pl_type.cpp -> src/pl/ob_pl_dependency_util.h (include); src/pl/ob_pl_type.cpp -> src/pl/ob_pl_package.h (include)
sql-ir	observer	upward-named	1	0	0	1	0	0	0	0	0	src/sql/monitor/ob_monitor_node.cpp -> src/observer/ob_server.cpp (link)
sql-exec	ob-errno	listed	1	0	0	0	0	1	0	0	0	src/query/api/query/engine/expr/ob_expr_operator.h -> src/share/mysql_errno.h (via-generated)
sql-exec	ob-base	listed	170	170	0	0	0	0	0	0	0	src/query/api/query/command/ob_local_command_service.h -> src/share/ob_define.h (include); src/query/api/query/command/ob_root_service_serialization.h -> src/oblib/lib/lock/ob_mutex.h (include)
sql-exec	ob-runtime	listed	17	17	0	0	0	0	0	0	0	src/query/api/query/engine/basic/ob_spill_batch_spool.h -> src/oblib/lib/compress/ob_compress_util.h (include); src/query/api/query/engine/expr/ob_expr_operator.h -> src/share/config/ob_server_config.h (include)
sql-exec	ob-values	listed	75	75	0	0	0	0	0	0	0	src/query/api/query/das/ob_block_max_spec_access.h -> src/oblib/common/object/ob_object.h (include); src/query/api/query/das/ob_das_id_protocol.h -> src/oblib/common/datum/ob_datum.h (include)
sql-exec	ob-values-doc	listed	11	11	0	0	0	0	0	0	0	src/query/api/query/engine/expr/ob_array_expr_utils.h -> src/oblib/common/udt/ob_array_utils.h (include); src/query/api/query/engine/expr/ob_expr.h -> src/share/vector/ob_eval_bound.h (include)
sql-exec	ob-share	listed	17	17	0	0	0	0	0	0	0	src/query/api/query/ai/ob_ai_endpoint_resolver.h -> src/share/ai_service/ob_ai_service_struct.h (include); src/query/api/query/engine/expr/ob_expr_lob_utils.h -> src/share/ob_lob_access_utils.h (include)
sql-exec	ob-schema	listed	6	6	0	0	0	0	0	0	0	src/query/api/query/command/ob_root_command_service.h -> src/share/ob_rpc_struct.h (include); src/query/api/query/engine/ob_operator.h -> src/share/schema/ob_schema_struct.h (include)
sql-exec	storage-api	listed	15	15	0	0	0	0	0	0	0	src/query/api/query/engine/basic/ob_row_to_expr_projector.h -> src/query/api/query/engine/basic/ob_pushdown_filter.h (include); src/query/api/query/engine/expr/ob_array_expr_utils.h -> src/query/api/query/engine/vector/ob_i_vector.h (include)
sql-exec	storage-tablet	listed	6	6	0	0	0	0	0	0	0	src/sql/engine/basic/ob_chunk_datum_store.h -> src/data_plane/api/data_plane/tmp_file/ob_tmp_file.h (include); src/sql/engine/basic/ob_chunk_row_store.h -> src/data_plane/api/data_plane/tmp_file/ob_tmp_file.h (include)
sql-exec	sql-parse-tree	listed	4	4	0	0	0	0	0	0	0	src/query/api/query/engine/expr/ob_expr.h -> src/query/api/query/parser/ob_item_type.h (include); src/query/api/query/engine/expr/ob_expr_extra_info_factory.h -> src/query/api/query/parser/ob_item_type.h (include)
sql-exec	sql-session	listed	2	2	0	0	0	0	0	0	0	src/sql/engine/ob_des_exec_context.h -> src/sql/session/ob_sql_session_mgr.h (include); src/sql/engine/ob_exec_context.cpp -> src/sql/session/ob_sql_session_info.h (include)
sql-exec	sql-ir	listed	3	3	0	0	0	0	0	0	0	src/query/api/query/engine/ob_io_event_observer.h -> src/query/api/query/monitor/ob_monitor_node.h (include); src/query/api/query/engine/ob_operator.h -> src/query/api/query/monitor/ob_monitor_node.h (include)
sql-exec	sql-expr	upward-named	6	6	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr.cpp -> src/sql/engine/expr/ob_datum_cast.h (include); src/sql/engine/expr/ob_expr.cpp -> src/sql/engine/expr/ob_expr_column_conv.h (include)
sql-exec	sql-das	upward-named	2	2	0	0	0	0	0	0	0	src/sql/engine/ob_exec_context.h -> src/sql/das/ob_das_context.h (include); src/sql/engine/ob_physical_plan.h -> src/sql/optimizer/ob_table_location.h (include)
sql-exec	sql-engine	upward-named	13	13	0	0	0	0	0	0	0	src/sql/engine/basic/ob_chunk_datum_store.h -> src/sql/engine/basic/ob_sql_mem_callback.h (include); src/sql/engine/basic/ob_chunk_row_store.h -> src/sql/engine/basic/ob_sql_mem_callback.h (include)
sql-exec	sql-optimizer	upward-named	2	1	1	0	0	0	0	0	0	src/sql/engine/ob_exec_context.h -> src/query/api/query/optimizer/ob_optimizer_location_defs.h (include); src/sql/engine/ob_exec_context.cpp -> src/query/api/query/optimizer/ob_optimizer_location_defs.h (definition)
sql-exec	sql-codegen	upward-named	5	5	0	0	0	0	0	0	0	src/query/api/query/engine/ob_operator.h -> src/query/api/query/engine/ob_operator_reg.h (include); src/sql/engine/ob_operator.cpp -> src/sql/engine/ob_operator_factory.h (include)
sql-exec	sql	upward-named	14	13	0	1	0	0	0	0	0	src/sql/engine/ob_exec_context.h -> src/sql/executor/ob_sql_executor_ctx.h (include); src/sql/engine/ob_exec_context.h -> src/sql/monitor/ob_exec_stat.h (include); src/query/api/query/protocol/ob_mysql_protocol_util.h -> src/sql/plan_cache/ob_param_value_formatter.cpp (link)
sql-exec	pl	upward-named	1	1	0	0	0	0	0	0	0	src/sql/engine/ob_exec_context.h -> src/sql/pl/ob_pl_package_guard.h (include)
sql-exec	sql-nio	upward-unnamed	1	0	0	0	0	0	0	0	1	src/query/api/query/protocol/ob_mysql_rust_row.h -> rust/sql-nio/include/nio.h (rust-header)
sql-expr	ob-errno	listed	2	0	0	0	0	2	0	0	0	src/sql/engine/expr/ob_datum_cast.h -> src/share/mysql_errno.h (via-generated); src/sql/engine/expr/ob_postfix_expression.h -> src/share/mysql_errno.h (via-generated)
sql-expr	ob-base	listed	90	90	0	0	0	0	0	0	0	src/sql/engine/expr/ob_datum_cast.cpp -> src/oblib/lib/utility/alloc_assist.h (include); src/sql/engine/expr/ob_expr_ai/ob_ai_func_utils.h -> src/oblib/lib/encode/ob_base64_encode.h (include)
sql-expr	ob-simd	listed	5	5	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_semantic_distance.cpp -> src/data_plane/api/data_plane/vector/ob_vector_cosine_distance.h (include); src/sql/engine/expr/ob_expr_semantic_distance.cpp -> src/data_plane/api/data_plane/vector/ob_vector_ip_distance.h (include)
sql-expr	ob-runtime	listed	21	21	0	0	0	0	0	0	0	src/sql/engine/expr/ob_expr_abs.cpp -> src/oblib/rpc/obmysql/ob_mysql_util.h (include); src/sql/engine/expr/ob_expr_add.cpp -> src/oblib/rpc/obmysql/ob_mysql_util.h (include)
