defining_file	declaring_file	definitions	scopes
src/sql/engine/join/ob_basic_nested_loop_join_op.cpp	src/sql/engine/join/ob_basic_nested_loop_join_op.h	13	oceanbase::sql::ObBasicNestedLoopJoinOp=7;oceanbase::sql::ObBasicNestedLoopJoinSpec=6
src/sql/engine/join/ob_hash_join_basic.cpp	src/sql/engine/join/ob_hash_join_basic.h	30	oceanbase::sql::ObHashJoinBatch=14;oceanbase::sql::ObHashJoinPartition=11;oceanbase::sql::ObHashJoinBatchMgr=5
src/sql/engine/join/ob_hash_join_op.cpp	src/sql/engine/join/ob_hash_join_op.h	155	oceanbase::sql::ObHashJoinOp=130;oceanbase::sql::ObHashJoinInput=7;oceanbase::sql::ObHashJoinSpec=7
src/sql/engine/join/ob_join_filter_material_control_info.cpp	src/sql/engine/join/ob_join_filter_material_control_info.h	6	oceanbase::sql::ObJoinFilterMaterialControlInfo=6
src/sql/engine/join/ob_join_filter_op.cpp	src/sql/engine/join/ob_join_filter_op.h	67	oceanbase::sql::ObJoinFilterOp=27;oceanbase::sql::ObJoinFilterOpInput=11;oceanbase::sql::ObJoinFilterSpec=7
src/sql/engine/join/ob_join_op.cpp	src/sql/engine/join/ob_join_op.h	13	oceanbase::sql::ObJoinOp=7;oceanbase::sql::ObJoinSpec=6
src/sql/engine/join/ob_merge_join_op.cpp	src/sql/engine/join/ob_merge_join_op.h	88	oceanbase::sql::ObMergeJoinOp=67;oceanbase::sql::ObMergeJoinSpec=8;oceanbase::sql::ObMergeJoinOp::ChildBatchFetcher=7
src/sql/engine/join/ob_nested_loop_join_op.cpp	src/sql/engine/join/ob_nested_loop_join_op.h	42	oceanbase::sql::ObNestedLoopJoinOp=36;oceanbase::sql::ObNestedLoopJoinSpec=6
src/sql/engine/ob_batch_rows.cpp	src/query/api/query/engine/ob_batch_rows.h	1	oceanbase::sql::ObBatchRows=1
src/sql/engine/ob_des_exec_context.cpp	src/sql/engine/ob_des_exec_context.h	7	oceanbase::sql::ObDesExecContext=7
src/sql/engine/ob_exec_context.cpp	src/query/api/query/engine/ob_exec_context_access.h	8	oceanbase::query::ObExecContextAccess=8
src/sql/engine/ob_exec_context.cpp	src/query/api/query/optimizer/ob_optimizer_location_defs.h	8	oceanbase::sql::GroupPWJTabletIdInfo=6;oceanbase::sql::ObPartIdRowMapManager=1;oceanbase::sql::ObPartIdRowMapManager::MapEntry=1
src/sql/engine/ob_exec_context.cpp	src/sql/engine/ob_exec_context.h	66	oceanbase::sql::ObExecContext=62;oceanbase::sql::ObDiagnosisManager=2;oceanbase::sql::ObOpKitStore=2
src/sql/engine/ob_exec_feedback_info.cpp	src/sql/engine/ob_exec_feedback_info.h	14	oceanbase::sql::ObExecFeedbackInfo=8;oceanbase::sql::ObExecFeedbackNode=6
src/sql/engine/ob_operator.cpp	src/query/api/query/engine/ob_operator.h	75	oceanbase::sql::ObOperator=32;oceanbase::sql::ObOpSpec=18;oceanbase::sql::ObBatchRescanParams=9
src/sql/engine/ob_operator_factory.cpp	src/sql/engine/ob_operator_factory.h	6	oceanbase::sql::ObOperatorFactory=6
src/sql/engine/ob_phy_operator_type.cpp	src/query/api/query/engine/ob_phy_operator_type.h	5	oceanbase::sql::ObPhyOperatorTypeDescSet=3;oceanbase::sql::get_phy_op_name=1;oceanbase::sql::ob_phy_operator_type_str=1
src/sql/engine/ob_physical_plan.cpp	src/sql/engine/ob_physical_plan.h	46	oceanbase::sql::ObPhysicalPlan=46
src/sql/engine/ob_physical_plan_ctx.cpp	src/sql/engine/ob_physical_plan_ctx.h	50	oceanbase::sql::ObPhysicalPlanCtx=44;oceanbase::sql::ObArrayParamGroup=6
src/sql/engine/ob_sql_mem_mgr_processor.cpp	src/sql/engine/ob_sql_mem_mgr_processor.h	11	oceanbase::sql::ObSqlMemMgrProcessor=10;oceanbase::sql::ObSqlWorkareaUtil=1
src/sql/engine/ob_sql_memory_manager.cpp	src/sql/engine/ob_sql_memory_manager.h	42	oceanbase::sql::ObSqlMemoryManager=25;oceanbase::sql::ObSqlWorkAreaProfile=7;oceanbase::sql::ObSqlMemoryManager::ObSqlWorkAreaCalcInfo=5
src/sql/engine/ob_subschema_ctx.cpp	src/sql/engine/ob_subschema_ctx.h	24	oceanbase::sql::ObSubSchemaCtx=17;oceanbase::sql::ObSubSchemaValue=7
src/sql/engine/opt_statistics/ob_optimizer_stats_gathering_op.cpp	src/sql/engine/opt_statistics/ob_optimizer_stats_gathering_op.h	32	oceanbase::sql::ObOptimizerStatsGatheringOp=24;oceanbase::sql::ObOptimizerStatsGatheringSpec=8
src/sql/engine/pdml/static/ob_pdml_op_batch_row_cache.cpp	src/sql/engine/pdml/static/ob_pdml_op_batch_row_cache.h	17	oceanbase::sql::ObPDMLOpBatchRowCache=15;oceanbase::sql::ObPDMLOpRowIterator=2
src/sql/engine/pdml/static/ob_pdml_op_data_driver.cpp	src/sql/engine/pdml/static/ob_pdml_op_data_driver.h	14	oceanbase::sql::ObPDMLOpDataDriver=14
src/sql/engine/pdml/static/ob_px_multi_part_delete_op.cpp	src/sql/engine/pdml/static/ob_px_multi_part_delete_op.h	18	oceanbase::sql::ObPxMultiPartDeleteSpec=7;oceanbase::sql::ObPxMultiPartDeleteOpInput=6;oceanbase::sql::ObPxMultiPartDeleteOp=5
src/sql/engine/pdml/static/ob_px_multi_part_insert_op.cpp	src/sql/engine/pdml/static/ob_px_multi_part_insert_op.h	17	oceanbase::sql::ObPxMultiPartInsertOpInput=6;oceanbase::sql::ObPxMultiPartInsertSpec=6;oceanbase::sql::ObPxMultiPartInsertOp=5
src/sql/engine/pdml/static/ob_px_multi_part_modify_op.cpp	src/sql/engine/pdml/static/ob_px_multi_part_modify_op.h	12	oceanbase::sql::ObDMLOpRowDesc=6;oceanbase::sql::ObPxMultiPartModifyOpInput=6
src/sql/engine/pdml/static/ob_px_multi_part_update_op.cpp	src/sql/engine/pdml/static/ob_px_multi_part_update_op.h	18	oceanbase::sql::ObPxMultiPartUpdateOp=6;oceanbase::sql::ObPxMultiPartUpdateOpInput=6;oceanbase::sql::ObPxMultiPartUpdateSpec=6
src/sql/engine/pdml/static/ob_px_sstable_insert_op.cpp	src/sql/engine/pdml/static/ob_px_sstable_insert_op.h	33	oceanbase::sql::ObPxMultiPartSSTableInsertOp=20;oceanbase::sql::ObPxMultiPartSSTableInsertSpec=7;oceanbase::sql::ObPxMultiPartSSTableInsertOpInput=6
src/sql/engine/prepare/ob_deallocate_executor.cpp	src/sql/engine/prepare/ob_deallocate_executor.h	1	oceanbase::sql::ObDeallocateExecutor=1
src/sql/engine/prepare/ob_execute_executor.cpp	src/sql/engine/prepare/ob_execute_executor.h	1	oceanbase::sql::ObExecuteExecutor=1
src/sql/engine/prepare/ob_prepare_executor.cpp	src/sql/engine/prepare/ob_prepare_executor.h	2	oceanbase::sql::ObPrepareExecutor=2
src/sql/engine/px/datahub/components/ob_dh_barrier.cpp	src/sql/engine/px/datahub/components/ob_dh_barrier.h	16	oceanbase::sql::ObBarrierPieceMsg=6;oceanbase::sql::ObBarrierWholeMsg=6;oceanbase::sql::ObBarrierPieceMsgCtx=3
src/sql/engine/px/datahub/components/ob_dh_init_channel.cpp	src/sql/engine/px/datahub/components/ob_dh_init_channel.h	17	oceanbase::sql::ObInitChannelWholeMsg=7;oceanbase::sql::ObInitChannelPieceMsg=6;oceanbase::sql::ObInitChannelPieceMsgCtx=3
src/sql/engine/px/datahub/components/ob_dh_join_filter_count_row.cpp	src/sql/engine/px/datahub/components/ob_dh_join_filter_count_row.h	23	oceanbase::sql::ObJoinFilterNdv=7;oceanbase::sql::ObJoinFilterCountRowPieceMsg=6;oceanbase::sql::ObJoinFilterCountRowWholeMsg=6
src/sql/engine/px/datahub/components/ob_dh_opt_stats_gather.cpp	src/sql/engine/px/datahub/components/ob_dh_opt_stats_gather.h	14	oceanbase::sql::ObOptStatsGatherPieceMsg=6;oceanbase::sql::ObOptStatsGatherWholeMsg=6;oceanbase::sql::ObOptStatsGatherPieceMsgCtx=1
src/sql/engine/px/datahub/components/ob_dh_range_dist_wf.cpp	src/sql/engine/px/datahub/components/ob_dh_range_dist_wf.h	26	oceanbase::sql::ObRDWFPartialInfo=8;oceanbase::sql::ObRDWFWholeMsg=7;oceanbase::sql::ObRDWFPieceMsg=6
src/sql/engine/px/datahub/components/ob_dh_sample.cpp	src/sql/engine/px/datahub/components/ob_dh_sample.h	33	oceanbase::sql::ObDynamicSamplePieceMsgCtx=13;oceanbase::sql::ObDynamicSamplePieceMsg=10;oceanbase::sql::ObDynamicSampleWholeMsg=9
src/sql/engine/px/datahub/components/ob_dh_second_stage_reporting_wf.cpp	src/sql/engine/px/datahub/components/ob_dh_second_stage_reporting_wf.h	17	oceanbase::sql::ObReportingWFWholeMsg=7;oceanbase::sql::ObReportingWFPieceMsg=6;oceanbase::sql::ObReportingWFPieceMsgCtx=3
src/sql/engine/px/datahub/components/ob_dh_winbuf.cpp	src/sql/engine/px/datahub/components/ob_dh_winbuf.h	17	oceanbase::sql::ObWinbufWholeMsg=7;oceanbase::sql::ObWinbufPieceMsg=6;oceanbase::sql::ObWinbufPieceMsgCtx=3
src/sql/engine/px/exchange/ob_px_dist_transmit_op.cpp	src/sql/engine/px/exchange/ob_px_dist_transmit_op.h	34	oceanbase::sql::ObPxDistTransmitOp=21;oceanbase::sql::ObPxDistTransmitSpec=7;oceanbase::sql::ObPxDistTransmitOpInput=6
src/sql/engine/px/exchange/ob_px_fifo_coord_op.cpp	src/sql/engine/px/exchange/ob_px_fifo_coord_op.h	19	oceanbase::sql::ObPxFifoCoordOp=7;oceanbase::sql::ObPxFifoCoordOpInput=6;oceanbase::sql::ObPxFifoCoordSpec=6
src/sql/engine/px/exchange/ob_px_ms_coord_op.cpp	src/sql/engine/px/exchange/ob_px_ms_coord_op.h	29	oceanbase::sql::ObPxMSCoordOp=16;oceanbase::sql::ObPxMSCoordOpInput=6;oceanbase::sql::ObPxMSCoordSpec=6
src/sql/engine/px/exchange/ob_px_ms_receive_op.cpp	src/sql/engine/px/exchange/ob_px_ms_receive_op.h	48	oceanbase::sql::ObPxMSReceiveOp=14;oceanbase::sql::ObPxMSReceiveOp::GlobalOrderInput=11;oceanbase::sql::ObPxMSReceiveSpec=7
src/sql/engine/px/exchange/ob_px_ordered_coord_op.cpp	src/sql/engine/px/exchange/ob_px_ordered_coord_op.h	26	oceanbase::sql::ObPxOrderedCoordOp=13;oceanbase::sql::ObPxOrderedCoordOpInput=6;oceanbase::sql::ObPxOrderedCoordSpec=6
src/sql/engine/px/exchange/ob_px_receive_op.cpp	src/sql/engine/px/exchange/ob_px_receive_op.h	50	oceanbase::sql::ObPxReceiveOp=13;oceanbase::sql::ObPxReceiveSpec=9;oceanbase::sql::ObPxFifoReceiveOp=8
src/sql/engine/px/exchange/ob_px_reduce_transmit_op.cpp	src/sql/engine/px/exchange/ob_px_reduce_transmit_op.h	15	oceanbase::sql::ObPxReduceTransmitOpInput=6;oceanbase::sql::ObPxReduceTransmitSpec=6;oceanbase::sql::ObPxReduceTransmitOp=3
src/sql/engine/px/exchange/ob_px_repart_transmit_op.cpp	src/sql/engine/px/exchange/ob_px_repart_transmit_op.h	26	oceanbase::sql::ObPxRepartTransmitOp=12;oceanbase::sql::ObPxRepartTransmitSpec=8;oceanbase::sql::ObPxRepartTransmitOpInput=6
src/sql/engine/px/exchange/ob_px_transmit_op.cpp	src/sql/engine/px/exchange/ob_px_transmit_op.h	46	oceanbase::sql::ObPxTransmitOp=28;oceanbase::sql::ObPxTransmitOpInput=10;oceanbase::sql::ObPxTransmitSpec=8
src/sql/engine/px/exchange/ob_receive_op.cpp	src/sql/engine/px/exchange/ob_receive_op.h	8	oceanbase::sql::ObReceiveSpec=7;oceanbase::sql::ObReceiveOp=1
src/sql/engine/px/exchange/ob_row_heap.cpp	src/sql/engine/px/exchange/ob_row_heap.h	6	oceanbase::sql::ObDatumRowCompare=3;oceanbase::sql::ObMaxDatumRowCompare=3
src/sql/engine/px/exchange/ob_transmit_op.cpp	src/sql/engine/px/exchange/ob_transmit_op.h	14	oceanbase::sql::ObTransmitSpec=7;oceanbase::sql::ObTransmitOpInput=6;oceanbase::sql::ObTransmitOp=1
src/sql/engine/px/ob_dfo.cpp	src/sql/engine/px/ob_dfo.h	72	oceanbase::sql::ObPxInitSqcArgs=11;oceanbase::sql::ObDfo=10;oceanbase::sql::ObPxInitTaskArgs=10
src/sql/engine/px/ob_dfo_mgr.cpp	src/sql/engine/px/ob_dfo_mgr.h	22	oceanbase::sql::ObDfoMgr=12;oceanbase::sql::ObDfoSchedDepthGenerator=5;oceanbase::sql::ObDfoWorkerAssignment=3
src/sql/engine/px/ob_dfo_scheduler.cpp	src/sql/engine/px/ob_dfo_scheduler.h	30	oceanbase::sql::ObParallelDfoScheduler=12;oceanbase::sql::ObDfoSchedulerBasic=9;oceanbase::sql::ObSerialDfoScheduler=9
src/sql/engine/px/ob_granule_iterator_op.cpp	src/sql/engine/px/ob_granule_iterator_op.h	61	oceanbase::sql::ObGranuleIteratorOp=37;oceanbase::sql::ObGIOpInput=10;oceanbase::sql::ObGranuleIteratorSpec=7
src/sql/engine/px/ob_granule_pump.cpp	src/sql/engine/px/ob_granule_pump.h	45	oceanbase::sql::ObGranulePump=21;oceanbase::sql::ObGITaskSet=9;oceanbase::sql::ObPartitionWiseGranuleSplitter=3
src/sql/engine/px/ob_granule_task_info.cpp	src/sql/engine/px/ob_granule_task_info.h	1	oceanbase::sql::ObGranuleTaskInfo=1
src/sql/engine/px/ob_granule_util.cpp	src/sql/engine/px/ob_granule_util.h	8	oceanbase::sql::ObGranuleUtil=8
src/sql/engine/px/ob_px_admission.cpp	src/sql/engine/px/ob_px_admission.h	5	oceanbase::sql::ObPxAdmission=4;oceanbase::sql::ObPxSubAdmission=1
src/sql/engine/px/ob_px_bloom_filter.cpp	src/sql/engine/px/ob_px_bloom_filter.h	28	oceanbase::sql::ObPxBloomFilter=21;oceanbase::sql::ObPxBFStaticInfo=7
src/sql/engine/px/ob_px_bloom_filter_simd.cpp	src/sql/engine/px/ob_px_bloom_filter.h	1	oceanbase::sql::ObPxBloomFilter=1
src/sql/engine/px/ob_px_coord_msg_proc.cpp	src/sql/engine/px/ob_px_coord_msg_proc.h	4	oceanbase::sql::ObPxSubCoordMsgProc=4
src/sql/engine/px/ob_px_coord_op.cpp	src/sql/engine/px/ob_px_coord_op.h	39	oceanbase::sql::ObPxCoordOp=27;oceanbase::sql::ObPxCoordOp::ObPxBatchOpInfo=6;oceanbase::sql::ObPxCoordSpec=6
src/sql/engine/px/ob_px_data_ch_provider.cpp	src/sql/engine/px/ob_px_data_ch_provider.h	16	oceanbase::sql::ObPxTransmitChProvider=8;oceanbase::sql::ObPxReceiveChProvider=6;oceanbase::sql::ObPxChProviderUtil=2
src/sql/engine/px/ob_px_dtl_msg.cpp	src/query/api/query/engine/px/ob_px_tablet_range.h	10	oceanbase::sql::ObPxTabletRange=10
src/sql/engine/px/ob_px_dtl_msg.cpp	src/sql/engine/px/ob_px_dtl_msg.h	62	oceanbase::sql::ObPxDmlRowInfo=7;oceanbase::sql::ObPxTaskChSet=7;oceanbase::sql::ObPxFinishSqcResultMsg=6
src/sql/engine/px/ob_px_dtl_proc.cpp	src/sql/engine/px/ob_px_dtl_proc.h	8	oceanbase::sql::ObPxFinishSqcResultP=1;oceanbase::sql::ObPxInitSqcResultP=1;oceanbase::sql::ObPxInterruptP=1
src/sql/engine/px/ob_px_interruption.cpp	src/sql/engine/px/ob_px_interruption.h	16	oceanbase::sql::ObInterruptUtil=7;oceanbase::sql::ObPxInterruptID=6;oceanbase::sql::ObPxInterruptGuard=2
src/sql/engine/px/ob_px_local_sqc_launcher.cpp	src/sql/engine/px/ob_px_local_sqc_launcher.h	16	oceanbase::sql::ObLocalSqcLauncher=7;oceanbase::sql::ObLocalFastSqcLauncher=5;oceanbase::sql::ObLocalSqcFailureReporter=2
src/sql/engine/px/ob_px_op_size_factor.cpp	src/query/api/query/engine/px/ob_px_op_size_factor.h	6	oceanbase::sql::PxOpSizeFactor=6
src/sql/engine/px/ob_px_row_store.cpp	src/sql/engine/px/ob_px_row_store.h	17	oceanbase::sql::ObReceiveRowReader=10;oceanbase::sql::ObPxNewRow=7
src/sql/engine/px/ob_px_scheduler.cpp	src/sql/engine/px/ob_px_scheduler.h	19	oceanbase::sql::ObPxMsgProc=12;oceanbase::sql::ObPxTerminateMsgProc=5;oceanbase::sql::ObPxCoordInfo=1
src/sql/engine/px/ob_px_sqc_handler.cpp	src/sql/engine/px/ob_px_sqc_handler.h	18	oceanbase::sql::ObPxSqcHandler=14;oceanbase::sql::ObPxWorkNotifier=4
src/sql/engine/px/ob_px_sqc_proxy.cpp	src/sql/engine/px/ob_px_sqc_proxy.h	24	oceanbase::sql::ObPxSQCProxy=24
src/sql/engine/px/ob_px_sub_coord.cpp	src/sql/engine/px/ob_px_sub_coord.h	25	oceanbase::sql::ObPxSubCoord=25
src/sql/engine/px/ob_px_target_monitor.cpp	src/sql/engine/px/ob_px_target_monitor.h	11	oceanbase::sql::ObPxTargetMonitor=9;oceanbase::sql::ObPxTargetCond=2
src/sql/engine/px/ob_px_task_process.cpp	src/sql/engine/px/ob_px_task_process.h	16	oceanbase::sql::ObPxTaskProcess=12;oceanbase::sql::ObPxTaskProcess::OpPostparation=2;oceanbase::sql::ObPxTaskProcess::OpPreparation=2
src/sql/engine/px/ob_px_util.cpp	src/sql/engine/px/ob_px_util.h	79	oceanbase::sql::ObPxSqcDistributionUtil=23;oceanbase::sql::ObPxTreeSerializer=13;oceanbase::sql::ObSlaveMapUtil=12
src/sql/engine/px/ob_px_worker.cpp	src/sql/engine/px/ob_px_worker.h	21	oceanbase::sql::ObPxCoroWorker=4;oceanbase::sql::ObPxThreadWorker=4;oceanbase::sql::ObPxThreadWorkerFactory=4
src/sql/engine/px/ob_px_worker_stat.cpp	src/sql/engine/px/ob_px_worker_stat.h	9	oceanbase::sql::ObPxWorkerStatList=6;oceanbase::sql::ObPxWorkerStat=3
src/sql/engine/px/ob_slice_calc.cpp	src/sql/engine/px/ob_slice_calc.h	89	oceanbase::sql::ObSliceIdxCalc=37;oceanbase::sql::ObRepartSliceIdxCalc=9;oceanbase::sql::ObSlaveMapPkeyRangeIdxCalc=6
src/sql/engine/px/ob_sqc_ctx.cpp	src/sql/engine/px/ob_sqc_ctx.h	4	oceanbase::sql::ObSqcCtx=4
src/sql/engine/px/p2p_datahub/ob_p2p_dh_mgr.cpp	src/sql/engine/px/p2p_datahub/ob_p2p_dh_mgr.h	15	oceanbase::sql::ObP2PDatahubManager=13;oceanbase::sql::ObP2PDatahubManager::P2PMsgEraseIfCall=1;oceanbase::sql::ObP2PDatahubManager::P2PMsgGetCall=1
src/sql/engine/px/p2p_datahub/ob_p2p_dh_msg.cpp	src/sql/engine/px/p2p_datahub/ob_p2p_dh_msg.h	15	oceanbase::sql::ObP2PDatahubMsgBase=11;oceanbase::sql::ObP2PDatahubMsgGuard=4
src/sql/engine/px/p2p_datahub/ob_pushdown_topn_filter_msg.cpp	src/sql/engine/px/p2p_datahub/ob_pushdown_topn_filter_msg.h	42	oceanbase::sql::ObPushDownTopNFilterMsg=23;oceanbase::sql::ObPushDownTopNFilterInfo=7;oceanbase::sql::ObTopNFilterCmpMeta=6
src/sql/engine/px/p2p_datahub/ob_runtime_filter_msg.cpp	src/sql/engine/px/p2p_datahub/ob_runtime_filter_msg.h	73	oceanbase::sql::ObRFInFilterMsg=25;oceanbase::sql::ObRFRangeFilterMsg=24;oceanbase::sql::ObRFBloomFilterMsg=16
src/sql/engine/px/p2p_datahub/ob_runtime_filter_query_range.cpp	src/sql/engine/px/p2p_datahub/ob_runtime_filter_query_range.h	16	oceanbase::sql::ObPxQueryRangeInfo=8;oceanbase::sql::ObPxRFStaticInfo=8
src/sql/engine/recursive_cte/ob_fake_cte_table_op.cpp	src/sql/engine/recursive_cte/ob_fake_cte_table_op.h	22	oceanbase::sql::ObFakeCTETableOp=16;oceanbase::sql::ObFakeCTETableSpec=6
src/sql/engine/recursive_cte/ob_recursive_inner_data_op.cpp	src/sql/engine/recursive_cte/ob_recursive_inner_data_op.h	21	oceanbase::sql::ObRecursiveInnerDataOp=21
src/sql/engine/recursive_cte/ob_recursive_union_all_op.cpp	src/sql/engine/recursive_cte/ob_recursive_union_all_op.h	14	oceanbase::sql::ObRecursiveUnionAllSpec=9;oceanbase::sql::ObRecursiveUnionAllOp=5
src/sql/engine/recursive_cte/ob_search_method_op.cpp	src/sql/engine/recursive_cte/ob_search_method_op.h	21	oceanbase::sql::ObBreadthFirstSearchBulkOp=10;oceanbase::sql::ObBreadthFirstSearchOp=8;oceanbase::sql::ObSearchMethodOp=3
src/sql/engine/set/ob_hash_except_op.cpp	src/sql/engine/set/ob_hash_except_op.h	19	oceanbase::sql::ObHashExceptOp=12;oceanbase::sql::ObHashExceptSpec=7
src/sql/engine/set/ob_hash_intersect_op.cpp	src/sql/engine/set/ob_hash_intersect_op.h	15	oceanbase::sql::ObHashIntersectOp=8;oceanbase::sql::ObHashIntersectSpec=7
src/sql/engine/set/ob_hash_set_op.cpp	src/sql/engine/set/ob_hash_set_op.h	24	oceanbase::sql::ObHashSetOp=17;oceanbase::sql::ObHashSetSpec=7
src/sql/engine/set/ob_hash_union_op.cpp	src/sql/engine/set/ob_hash_union_op.h	16	oceanbase::sql::ObHashUnionOp=9;oceanbase::sql::ObHashUnionSpec=7
src/sql/engine/set/ob_merge_except_op.cpp	src/sql/engine/set/ob_merge_except_op.h	14	oceanbase::sql::ObMergeExceptOp=7;oceanbase::sql::ObMergeExceptSpec=7
src/sql/engine/set/ob_merge_intersect_op.cpp	src/sql/engine/set/ob_merge_intersect_op.h	14	oceanbase::sql::ObMergeIntersectOp=7;oceanbase::sql::ObMergeIntersectSpec=7
src/sql/engine/set/ob_merge_set_op.cpp	src/sql/engine/set/ob_merge_set_op.h	19	oceanbase::sql::ObMergeSetOp=10;oceanbase::sql::ObMergeSetSpec=7;oceanbase::sql::ObMergeSetOp::Compare=2
src/sql/engine/set/ob_merge_union_op.cpp	src/sql/engine/set/ob_merge_union_op.h	22	oceanbase::sql::ObMergeUnionOp=15;oceanbase::sql::ObMergeUnionSpec=7
src/sql/engine/set/ob_set_op.cpp	src/sql/engine/set/ob_set_op.h	7	oceanbase::sql::ObSetSpec=7
src/sql/engine/sort/ob_base_sort.cpp	src/sql/engine/sort/ob_base_sort.h	9	oceanbase::sql::ObSortColumnExtra=6;oceanbase::sql::ObSortColumn=3
src/sql/engine/sort/ob_pd_topn_sort_filter.cpp	src/sql/engine/sort/ob_pd_topn_sort_filter.h	6	oceanbase::sql::ObPushDownTopNFilter=6
src/sql/engine/sort/ob_sort_basic_info.cpp	src/sql/engine/sort/ob_sort_basic_info.h	6	oceanbase::sql::ObSortFieldCollation=6
src/sql/engine/sort/ob_sort_op.cpp	src/sql/engine/sort/ob_sort_op.h	24	oceanbase::sql::ObSortOp=17;oceanbase::sql::ObSortSpec=7
src/sql/engine/sort/ob_sort_op_impl.cpp	src/query/api/query/engine/basic/ob_encoded_sort_row.h	1	oceanbase::query::sort_encoded_rows=1
src/sql/engine/sort/ob_sort_op_impl.cpp	src/sql/engine/sort/ob_sort_op_impl.h	84	oceanbase::sql::ObSortOpImpl=54;oceanbase::sql::ObPrefixSortImpl=10;oceanbase::sql::ObSortOpImpl::ObAdaptiveQS=8
src/sql/engine/subquery/ob_subplan_filter_op.cpp	src/sql/engine/subquery/ob_subplan_filter_op.h	51	oceanbase::sql::ObSubPlanFilterOp=24;oceanbase::sql::ObSubQueryIterator=17;oceanbase::sql::ObSubPlanFilterSpec=8
src/sql/engine/subquery/ob_subplan_scan_op.cpp	src/sql/engine/subquery/ob_subplan_scan_op.h	13	oceanbase::sql::ObSubPlanScanSpec=7;oceanbase::sql::ObSubPlanScanOp=6
src/sql/engine/table/ob_block_sample_scan_op.cpp	src/sql/engine/table/ob_block_sample_scan_op.h	9	oceanbase::sql::ObBlockSampleScanSpec=6;oceanbase::sql::ObBlockSampleScanOp=3
src/sql/engine/table/ob_ddl_block_sample_scan_op.cpp	src/sql/engine/table/ob_ddl_block_sample_scan_op.h	9	oceanbase::sql::ObDDLBlockSampleScanSpec=6;oceanbase::sql::ObDDLBlockSampleScanOp=3
src/sql/engine/table/ob_index_lookup_op_impl.cpp	src/sql/engine/table/ob_index_lookup_op_impl.h	4	oceanbase::sql::ObIndexLookupOpImpl=4
src/sql/engine/table/ob_row_sample_scan_op.cpp	src/sql/engine/table/ob_row_sample_scan_op.h	9	oceanbase::sql::ObRowSampleScanSpec=6;oceanbase::sql::ObRowSampleScanOp=3
src/sql/engine/table/ob_table_partition_ranges.cpp	src/sql/engine/table/ob_table_partition_ranges.h	15	oceanbase::sql::ObMultiPartitionsRangesWarpper=9;oceanbase::sql::ObPartitionScanRanges=6
src/sql/engine/table/ob_table_row_store_op.cpp	src/sql/engine/table/ob_table_row_store_op.h	19	oceanbase::sql::ObTableRowStoreOpInput=7;oceanbase::sql::ObTableRowStoreOp=6;oceanbase::sql::ObTableRowStoreSpec=6
src/sql/engine/table/ob_table_scan_op.cpp	src/sql/engine/table/ob_table_scan_op.h	113	oceanbase::sql::ObTableScanOp=79;oceanbase::sql::ObTableScanSpec=13;oceanbase::sql::ObTableScanOpInput=9
src/sql/engine/table/ob_table_scan_with_index_back_op.cpp	src/sql/engine/table/ob_table_scan_with_index_back_op.h	14	oceanbase::sql::ObTableScanWithIndexBackSpec=8;oceanbase::sql::ObTableScanWithIndexBackOp=6
src/sql/engine/user_defined_function/ob_pl_user_defined_agg_function.cpp	src/sql/engine/user_defined_function/ob_pl_user_defined_agg_function.h	11	oceanbase::sql::ObPlAggUdfFunction=11
src/sql/engine/vector/ob_discrete_base.cpp	src/query/api/query/engine/vector/ob_discrete_base.h	1	oceanbase::common::ObDiscreteBase=1
src/sql/engine/vector/ob_fixed_length_base.cpp	src/query/api/query/engine/vector/ob_fixed_length_base.h	1	oceanbase::common::ObFixedLengthBase=1
src/sql/engine/vector/ob_uniform_base.cpp	src/query/api/query/engine/vector/ob_uniform_base.h	1	oceanbase::common::ObUniformBase=1
src/sql/engine/window_function/ob_window_function_op.cpp	src/sql/engine/window_function/ob_window_function_op.h	114	oceanbase::sql::ObWindowFunctionOp=67;oceanbase::sql::ObWindowFunctionSpec=9;oceanbase::sql::ObWindowFunctionOpInput=7
src/sql/executor/ob_cmd_executor.cpp	src/sql/executor/ob_cmd_executor.h	1	oceanbase::sql::ObCmdExecutor=1
src/sql/executor/ob_execute_result.cpp	src/sql/executor/ob_execute_result.h	3	oceanbase::sql::ObExecuteResult=3
src/sql/executor/ob_executor.cpp	src/sql/executor/ob_executor.h	5	oceanbase::sql::ObExecutor=5
src/sql/executor/ob_maintain_dependency_info_task.cpp	src/sql/executor/ob_maintain_dependency_info_task.h	9	oceanbase::sql::ObMaintainObjDepInfoTask=6;oceanbase::sql::ObMaintainDepInfoTaskQueue=2;oceanbase::sql::process_reference_obj_table=1
src/sql/executor/ob_memory_tracker.cpp	src/sql/executor/ob_memory_tracker.h	4	oceanbase::lib::ObMemTrackerGuard=4
src/sql/executor/ob_sql_executor_ctx.cpp	src/sql/executor/ob_sql_executor_ctx.h	8	oceanbase::sql::ObSqlExecutorCtx=8
src/sql/executor/ob_worker_session_guard.cpp	src/sql/executor/ob_worker_session_guard.h	2	oceanbase::sql::ObWorkerSessionGuard=2
src/sql/hybrid_search/ob_hybrid_search_executor.cpp	src/sql/hybrid_search/ob_hybrid_search_executor.h	12	oceanbase::share::ObHybridSearchExecutor=12
