defining_file	declaring_file	definitions	scopes
src/oblib/rpc/obmysql/ob_sql_nio_server.cpp	src/oblib/rpc/obmysql/ob_sql_nio_server.h	8	oceanbase::obmysql::ObSqlNioServer=6;oceanbase::obmysql::get_sql_nio_bound_tcp_port=1;oceanbase::obmysql::global_sql_nio_server=1
src/oblib/rpc/obmysql/ob_sql_sock_handler.cpp	src/oblib/rpc/obmysql/ob_sql_sock_handler.h	5	oceanbase::obmysql::ObSqlSockHandler=5
src/oblib/rpc/obmysql/ob_sql_sock_session.cpp	src/oblib/rpc/obmysql/ob_sql_sock_session.h	10	oceanbase::obmysql::ObSqlSockSession=10
src/oblib/rpc/obmysql/packet/ompk_auth_switch.cpp	src/oblib/rpc/obmysql/packet/ompk_auth_switch.h	2	oceanbase::obmysql::OMPKAuthSwitch=2
src/oblib/rpc/obmysql/packet/ompk_eof.cpp	src/oblib/rpc/obmysql/packet/ompk_eof.h	3	oceanbase::obmysql::OMPKEOF=3
src/oblib/rpc/obmysql/packet/ompk_error.cpp	src/oblib/rpc/obmysql/packet/ompk_error.h	5	oceanbase::obmysql::OMPKError=5
src/oblib/rpc/obmysql/packet/ompk_local_infile.cpp	src/oblib/rpc/obmysql/packet/ompk_local_infile.h	4	oceanbase::obmysql::OMPKLocalInfile=4
src/oblib/rpc/obmysql/packet/ompk_ok.cpp	src/oblib/rpc/obmysql/packet/ompk_ok.h	7	oceanbase::obmysql::OMPKOK=7
src/observer/ai_service/ob_ai_service_executor.cpp	src/observer/ai_service/ob_ai_service_executor.h	12	oceanbase::share::ObAiServiceExecutor=12
src/observer/ai_service/ob_ai_service_proxy.cpp	src/observer/ai_service/ob_ai_service_proxy.h	7	oceanbase::share::ObAiServiceProxy=7
src/observer/change_stream/ob_change_stream_dispatcher.cpp	src/observer/change_stream/ob_change_stream_dispatcher.h	17	oceanbase::share::ObCSDispatcher=13;oceanbase::share::ObCSExecCtx=3;oceanbase::share::ObCSExecSubTask=1
src/observer/change_stream/ob_change_stream_fetcher.cpp	src/observer/change_stream/ob_change_stream_fetcher.h	27	oceanbase::share::ObCSFetcher=26;oceanbase::share::ObCSTxInfo=1
src/observer/change_stream/ob_change_stream_mgr.cpp	src/observer/change_stream/ob_change_stream_mgr.h	9	oceanbase::share::ObChangeStreamMgr=9
src/observer/change_stream/ob_change_stream_plugin.cpp	src/observer/change_stream/ob_change_stream_plugin.h	4	oceanbase::share::ObCSPluginRegistry=4
src/observer/change_stream/ob_change_stream_worker.cpp	src/observer/change_stream/ob_change_stream_worker.h	20	oceanbase::share::ObCSExecutor=12;oceanbase::share::ObCSWorker=8
src/observer/change_stream/ob_cs_plugin_async_index.cpp	src/observer/change_stream/ob_cs_plugin_async_index.h	24	oceanbase::share::ObCSAsyncIndexProcessor=17;oceanbase::share::ObCSPluginAsyncIndex=6;oceanbase::share::create_async_index_plugin=1
src/observer/composition/retrieval/ob_das_legacy_tr_merge_iter.cpp	src/observer/composition/retrieval/ob_das_legacy_tr_merge_iter.h	24	oceanbase::sql::ObDASLegacyTRMergeIter=23;oceanbase::sql::install_legacy_das_text_retrieval_engine=1
src/observer/dbms_scheduler/ob_dbms_sched_job_executor.cpp	src/observer/dbms_scheduler/ob_dbms_sched_job_executor.h	6	oceanbase::dbms_scheduler::ObDBMSSchedJobExecutor=6
src/observer/dbms_scheduler/ob_dbms_sched_job_master.cpp	src/observer/dbms_scheduler/ob_dbms_sched_job_master.h	22	oceanbase::dbms_scheduler::ObDBMSSchedJobMaster=22
src/observer/dbms_scheduler/ob_dbms_sched_job_utils.cpp	src/observer/dbms_scheduler/ob_dbms_sched_job_utils.h	20	oceanbase::dbms_scheduler::ObDBMSSchedJobUtils=20
src/observer/dbms_scheduler/ob_dbms_sched_service.cpp	src/observer/dbms_scheduler/ob_dbms_sched_service.h	12	oceanbase::rootserver::ObDBMSSchedService=12
src/observer/dbms_scheduler/ob_dbms_sched_table_operator.cpp	src/observer/dbms_scheduler/ob_dbms_sched_table_operator.h	19	oceanbase::dbms_scheduler::ObDBMSSchedTableOperator=19
src/observer/main.cpp	src/oblib/lib/ob_abort.h	1	ob_abort=1
src/observer/mysql/ob_async_cmd_driver.cpp	src/observer/mysql/ob_async_cmd_driver.h	3	oceanbase::observer::ObAsyncCmdDriver=3
src/observer/mysql/ob_async_plan_driver.cpp	src/observer/mysql/ob_async_plan_driver.h	3	oceanbase::observer::ObAsyncPlanDriver=3
src/observer/mysql/ob_mysql_end_trans_cb.cpp	src/sql/ob_mysql_end_trans_cb.h	15	oceanbase::observer::ObSqlEndTransCb=15
src/observer/mysql/ob_mysql_result_set.cpp	src/observer/mysql/ob_mysql_result_set.h	3	oceanbase::observer::ObMySQLResultSet=3
src/observer/mysql/ob_query_driver.cpp	src/observer/mysql/ob_query_driver.h	9	oceanbase::observer::ObQueryDriver=9
src/observer/mysql/ob_sync_cmd_driver.cpp	src/observer/mysql/ob_sync_cmd_driver.h	9	oceanbase::observer::ObSyncCmdDriver=9
src/observer/mysql/ob_sync_plan_driver.cpp	src/observer/mysql/ob_sync_plan_driver.h	3	oceanbase::observer::ObSyncPlanDriver=3
src/observer/mysql/obmp_auth_response.cpp	src/observer/mysql/obmp_auth_response.h	2	oceanbase::observer::ObMPAuthResponse=2
src/observer/mysql/obmp_base.cpp	src/observer/mysql/obmp_base.h	28	oceanbase::observer::ObMPBase=28
src/observer/mysql/obmp_change_user.cpp	src/observer/mysql/obmp_change_user.h	3	oceanbase::observer::ObMPChangeUser=3
src/observer/mysql/obmp_connect.cpp	src/observer/mysql/obmp_connect.h	17	oceanbase::observer::ObMPConnect=16;oceanbase::observer::extract_user_name=1
src/observer/mysql/obmp_debug.cpp	src/observer/mysql/obmp_debug.h	4	oceanbase::observer::ObMPDebug=4
src/observer/mysql/obmp_disconnect.cpp	src/observer/mysql/obmp_disconnect.h	4	oceanbase::observer::ObMPDisconnect=4
src/observer/mysql/obmp_init_db.cpp	src/observer/mysql/obmp_init_db.h	3	oceanbase::observer::ObMPInitDB=3
src/observer/mysql/obmp_packet_sender.cpp	src/query/api/query/protocol/ob_mysql_packet_sender.h	29	oceanbase::observer::ObMPPacketSender=27;oceanbase::observer::ObOKPParam=2
src/observer/mysql/obmp_ping.cpp	src/observer/mysql/obmp_ping.h	4	oceanbase::observer::ObMPPing=4
src/observer/mysql/obmp_process_info.cpp	src/observer/mysql/obmp_process_info.h	3	oceanbase::observer::ObMPProcessInfo=3
src/observer/mysql/obmp_process_kill.cpp	src/observer/mysql/obmp_process_kill.h	3	oceanbase::observer::ObMPProcessKill=3
src/observer/mysql/obmp_query.cpp	src/observer/mysql/obmp_query.h	17	oceanbase::observer::ObMPQuery=17
src/observer/mysql/obmp_refresh.cpp	src/observer/mysql/obmp_refresh.h	4	oceanbase::observer::ObMPRefresh=4
src/observer/mysql/obmp_reset_connection.cpp	src/observer/mysql/obmp_reset_connection.h	1	oceanbase::observer::ObMPResetConnection=1
src/observer/mysql/obmp_set_option.cpp	src/observer/mysql/obmp_set_option.h	2	oceanbase::observer::ObMPSetOption=2
src/observer/mysql/obmp_statistic.cpp	src/observer/mysql/obmp_statistic.h	1	oceanbase::observer::ObMPStatistic=1
src/observer/mysql/obmp_stmt_close.cpp	src/observer/mysql/obmp_stmt_close.h	2	oceanbase::observer::ObMPStmtClose=2
src/observer/mysql/obmp_stmt_execute.cpp	src/observer/mysql/obmp_stmt_execute.h	49	oceanbase::observer::ObMPStmtExecute=46;oceanbase::observer::ObPSAnalysisChecker=1;oceanbase::observer::ObPsSessionInfoParamsAssignment=1
src/observer/mysql/obmp_stmt_fetch.cpp	src/observer/mysql/obmp_stmt_fetch.h	8	oceanbase::observer::ObMPStmtFetch=8
src/observer/mysql/obmp_stmt_prepare.cpp	src/observer/mysql/obmp_stmt_prepare.h	11	oceanbase::observer::ObMPStmtPrepare=11
src/observer/mysql/obmp_stmt_reset.cpp	src/observer/mysql/obmp_stmt_reset.h	2	oceanbase::observer::ObMPStmtReset=2
src/observer/mysql/obmp_stmt_send_long_data.cpp	src/observer/mysql/obmp_stmt_send_long_data.h	6	oceanbase::observer::ObMPStmtSendLongData=6
src/observer/mysql/obmp_utils.cpp	src/observer/mysql/obmp_utils.h	3	oceanbase::observer::ObMPUtils=3
src/observer/mysql/obsm_conn_callback.cpp	src/observer/mysql/obsm_conn_callback.h	4	oceanbase::obmysql::ObSMConnectionCallback=3;oceanbase::obmysql::global_sm_conn_callback=1
src/observer/mysql/obsm_row.cpp	src/observer/mysql/obsm_row.h	3	oceanbase::common::ObSMRow=3
src/observer/ob_command_line_parser.cpp	src/observer/ob_command_line_parser.h	4	oceanbase::observer::ObCommandLineParser=4
src/observer/ob_dump_task_generator.cpp	src/observer/ob_dump_task_generator.h	2	oceanbase::observer::ObDumpTaskGenerator=2
src/observer/ob_ex_rpc.cpp	src/share/ob_ex_rpc.h	2	oceanbase::ex_rpc::async_call_internal=1;oceanbase::ex_rpc::sync_call_internal=1
src/observer/ob_inner_connection_lock_util.cpp	src/observer/ob_server.h	1	oceanbase::observer::ObServer=1
src/observer/ob_inner_sql_connection.cpp	src/oblib/common/mysqlclient/ob_mysql_proxy.h	1	oceanbase::common::create_inner_sql_connection_for_proxy=1
src/observer/ob_inner_sql_connection.cpp	src/observer/ob_inner_sql_connection.h	53	oceanbase::observer::ObInnerSQLConnection=48;oceanbase::observer::ObInnerSQLConnection::TimeoutGuard=2;oceanbase::observer::ObInnerSQLSessionGuard=2
src/observer/ob_inner_sql_connection.cpp	src/query/api/query/session/ob_inner_sql_connection_access.h	5	oceanbase::query::ObInnerSQLConnectionAccess=5
src/observer/ob_inner_sql_read_context.cpp	src/observer/ob_inner_sql_read_context.h	2	oceanbase::observer::ObInnerSQLReadContext=2
src/observer/ob_inner_sql_result.cpp	src/observer/ob_inner_sql_result.h	29	oceanbase::observer::ObInnerSQLResult=29
src/observer/ob_internal_table_refresh_adapter.cpp	src/observer/ob_internal_table_refresh_adapter.h	3	oceanbase::observer::ObInternalTableRefreshAdapter=3
src/observer/ob_ls_runtime_adapter.cpp	src/observer/ob_ls_runtime_adapter.h	5	oceanbase::observer::ObLSRuntimeAdapter=5
src/observer/ob_req_time_service.cpp	src/query/api/query/runtime/ob_request_time_guard.h	3	oceanbase::observer::ObReqTimeInfo=2;oceanbase::observer::ObGlobalReqTimeService=1
src/observer/ob_server.cpp	src/observer/ob_server.h	99	oceanbase::observer::ObServer=92;oceanbase::observer::ObServer::ObCTASCleanUpTask=3;oceanbase::observer::ObServer::ObRefreshCpuFreqTimeTask=3
src/observer/ob_server.cpp	src/observer/ob_server_runtime_access.h	2	oceanbase::observer::get_observer_sql_engine=1;oceanbase::observer::get_observer_sql_session_mgr=1
src/observer/ob_server_duty_task.cpp	src/observer/ob_server_duty_task.h	7	oceanbase::observer::ObServerDutyTask=5;oceanbase::observer::ObSqlMemoryTimerTask=2
src/observer/ob_server_reload_config.cpp	src/observer/ob_server_reload_config.h	5	oceanbase::observer::ObServerReloadConfig=5
src/observer/ob_server_schema_updater.cpp	src/observer/ob_server_schema_updater.h	20	oceanbase::observer::ObServerSchemaTask=10;oceanbase::observer::ObServerSchemaUpdater=10
src/observer/ob_server_utils.cpp	src/observer/ob_server_utils.h	8	oceanbase::observer::ObServerUtils=8
src/observer/ob_service.cpp	src/observer/ob_service.h	52	oceanbase::observer::ObService=44;oceanbase::observer::ObSchemaReleaseTimeTask=7;oceanbase::observer::TelemetryTask=1
src/observer/ob_signal_handle.cpp	src/observer/ob_signal_handle.h	4	oceanbase::observer::ObSignalHandle=4
src/observer/ob_srv_deliver.cpp	src/observer/ob_srv_deliver.h	4	oceanbase::observer::ObSrvDeliver=4
src/observer/ob_srv_network_frame.cpp	src/observer/ob_srv_network_frame.h	8	oceanbase::observer::ObSrvNetworkFrame=8
src/observer/ob_srv_xlator.cpp	src/observer/ob_srv_xlator.h	9	oceanbase::observer::ObSrvXlator=5;oceanbase::observer::ObSrvMySQLXlator=2;oceanbase::observer::g_in_sync_dispatch=1
src/observer/ob_system_package_load_service.cpp	src/observer/ob_system_package_load_service.h	9	oceanbase::rootserver::ObSystemPackageLoadService=9
src/observer/ob_system_package_load_task.cpp	src/observer/ob_system_package_load_task.h	9	oceanbase::rootserver::ObSystemPackageLoadTask=9
src/observer/ob_tablet_runtime_meta_updater.cpp	src/data_plane/api/data_plane/report/ob_tablet_report.h	4	oceanbase::data_plane::get_stalled_tablet_update_tasks=1;oceanbase::data_plane::get_tablet_update_task_status=1;oceanbase::data_plane::refresh_tablet_update_worker_count=1
src/observer/ob_tablet_runtime_meta_updater.cpp	src/observer/ob_tablet_runtime_meta_updater.h	38	oceanbase::observer::ObTabletRuntimeMetaUpdater=22;oceanbase::observer::ObTabletRuntimeMetaUpdateTask=12;oceanbase::observer::TSITabletRuntimeMetaUpdateStatistics=3
src/observer/ob_uniq_task_queue.cpp	src/observer/ob_uniq_task_queue.h	2	oceanbase::observer::ObHighPrioMemAllocator=2
src/observer/ob_win_service.cpp	src/observer/ob_win_service.h	5	oceanbase::observer::ob_install_win_service=1;oceanbase::observer::ob_remove_win_service=1;oceanbase::observer::ob_report_win_service_running=1
src/observer/omt/ob_ai_service.cpp	src/observer/omt/ob_ai_service.h	11	oceanbase::omt::ObAiService=6;oceanbase::omt::ObAiServiceGuard=5
src/observer/omt/ob_retry_queue.cpp	src/observer/omt/ob_retry_queue.h	2	oceanbase::omt::ObRetryQueue=2
src/observer/omt/ob_server_runtime.cpp	src/observer/omt/ob_server_runtime.h	49	oceanbase::omt::ObServerRuntime=33;oceanbase::omt::ObPxPool=7;oceanbase::omt::ObPxPools=6
src/observer/omt/ob_server_runtime_controller.cpp	src/observer/ob_server.h	7	oceanbase::observer::ObServer=7
src/observer/omt/ob_server_runtime_controller.cpp	src/observer/omt/ob_server_runtime_controller.h	57	oceanbase::omt::ObServerRuntimeController=48;oceanbase::omt::ObSharedTimer=9
src/observer/omt/ob_server_runtime_controller.cpp	src/share/io/ob_io_manager.h	1	oceanbase::common::ObIOManager=1
src/observer/omt/ob_srs_service.cpp	src/observer/omt/ob_srs_service.h	14	oceanbase::omt::ObSrsService=10;oceanbase::omt::ObSrsCacheSnapShot=4
src/observer/omt/ob_th_worker.cpp	src/observer/omt/ob_th_worker.h	14	oceanbase::omt::ObThWorker=12;oceanbase::omt::create_worker=1;oceanbase::omt::destroy_worker=1
src/observer/omt/ob_worker_processor.cpp	src/observer/omt/ob_worker_processor.h	6	oceanbase::omt::ObWorkerProcessor=6
src/observer/report/ob_tablet_meta_checker.cpp	src/observer/report/ob_tablet_meta_checker.h	15	oceanbase::observer::ObTabletMetaChecker=13;oceanbase::observer::ObTabletMetaTableCheckTask=2
src/observer/scheduler/ob_ddl_count_guard.cpp	src/observer/scheduler/ob_ddl_count_guard.h	2	oceanbase::share::schema::ObDDLCountGuard=2
src/observer/schema/ob_schema_retrieve_utils.ipp	src/observer/schema/ob_schema_retrieve_utils.h	95	oceanbase::share::schema::ObSchemaRetrieveUtils=84;oceanbase::share::schema::ObSchemaRetrieveHelper=4;oceanbase::share::schema::ObSubPartSchemaRetrieveHelper=4
src/observer/schema/ob_schema_service_sql_impl.cpp	src/observer/schema/ob_schema_retrieve_utils.h	2	oceanbase::share::schema::ObSchemaRetrieveUtils=2
src/observer/schema/ob_schema_service_sql_impl.cpp	src/observer/schema/ob_schema_service_sql_impl.h	185	oceanbase::share::schema::ObSchemaServiceSQLImpl=185
src/observer/vector_index/ob_hybrid_vector_refresh_task.cpp	src/observer/vector_index/ob_hybrid_vector_refresh_task.h	15	oceanbase::share::ObHybridVectorRefreshTask=12;oceanbase::share::ObHybridVectorRefreshTaskCtx=2;oceanbase::share::ObVecEmbeddingAsyncTaskExecutor=1
src/observer/vector_index/ob_ivf_async_task.cpp	src/observer/vector_index/ob_ivf_async_task.h	3	oceanbase::share::ObIvfAsyncTask=3
src/observer/vector_index/ob_ivf_async_task_executor.cpp	src/observer/vector_index/ob_ivf_async_task_executor.h	9	oceanbase::share::ObIvfAsyncTaskExector=6;oceanbase::share::ObIvfAsyncTaskExector::LoadTaskCallback=3
src/observer/vector_index/ob_plugin_vector_index_adaptor.cpp	src/query/api/query/vector/ob_vector_index_adaptor.h	114	oceanbase::share::ObPluginVectorIndexAdaptor=92;oceanbase::share::ObHnswBitmapFilter=8;oceanbase::share::ObVectorQueryAdaptorResultContext=7
src/observer/vector_index/ob_plugin_vector_index_adaptor.cpp	src/query/api/query/vector/ob_vector_index_util.h	8	oceanbase::share::ObVectorIndexParam=6;oceanbase::share::ObVectorIndexAlgorithmHeader=2
src/observer/vector_index/ob_plugin_vector_index_scheduler.cpp	src/observer/vector_index/ob_plugin_vector_index_scheduler.h	66	oceanbase::share::ObPluginVectorIndexLoadScheduler=44;oceanbase::share::ObVectorIndexMemSyncInfo=6;oceanbase::share::ObVectorIndexSyncLog=6
src/observer/vector_index/ob_plugin_vector_index_serialize.cpp	src/query/api/query/vector/ob_vector_index_serialize.h	14	oceanbase::share::ObIStreamBuf=6;oceanbase::share::ObOStreamBuf=4;oceanbase::share::ObVectorIndexSerializer=2
src/observer/vector_index/ob_plugin_vector_index_service.cpp	src/observer/vector_index/ob_plugin_vector_index_service.h	63	oceanbase::share::ObPluginVectorIndexMgr=35;oceanbase::share::ObPluginVectorIndexService=27;oceanbase::share::ObAdapterMapFunc=1
src/observer/vector_index/ob_plugin_vector_index_util.cpp	src/query/api/query/vector/ob_vector_query_result.h	13	oceanbase::share::ObVectorQueryVidIterator=6;oceanbase::share::ObVectorQueryRowkeyIterator=4;oceanbase::share::ObPluginVectorIndexHelper=3
src/observer/vector_index/ob_plugin_vector_index_utils.cpp	src/observer/vector_index/ob_plugin_vector_index_utils.h	38	oceanbase::share::ObPluginVectorIndexUtils=38
src/observer/vector_index/ob_vector_index_async_task.cpp	src/data_plane/api/data_plane/vector/ob_i_vector_index_runtime.h	2	oceanbase::data_plane::process_vector_index_embedding_task=1;oceanbase::data_plane::process_vector_index_optimization_task=1
src/observer/vector_index/ob_vector_index_async_task.cpp	src/observer/vector_index/ob_vector_index_async_task.h	19	oceanbase::share::ObVecAsyncTaskScheduler=7;oceanbase::share::ObVectorIndexHistoryTask=7;oceanbase::share::ObVecTaskManager=3
src/observer/vector_index/ob_vector_index_async_task_scheduler.cpp	src/observer/vector_index/ob_vector_index_async_task_scheduler.h	7	oceanbase::share::ObVectorIndexHistoryTask=7
src/observer/vector_index/ob_vector_index_async_task_util.cpp	src/observer/vector_index/ob_vector_index_async_task_util.h	51	oceanbase::share::ObVecIndexAsyncTaskUtil=20;oceanbase::share::ObVecIndexAsyncTaskHandler=11;oceanbase::share::ObVecIndexAsyncTask=8
src/observer/vector_index/ob_vector_index_i_task_executor.cpp	src/observer/vector_index/ob_vector_index_i_task_executor.h	11	oceanbase::share::ObVecITaskExecutor=11
src/observer/vector_index/ob_vector_index_ivf_cache_mgr.cpp	src/query/api/query/vector/ob_vector_index_cache.h	32	oceanbase::share::ObIvfCacheMgr=11;oceanbase::share::ObIvfCentCache=10;oceanbase::share::ObIvfICache=6
src/observer/vector_index/ob_vector_index_ivf_cache_util.cpp	src/observer/vector_index/ob_vector_index_ivf_cache_util.h	3	oceanbase::share::ObIvfCacheUtil=2;oceanbase::share::ObIvfCacheUtil::ObIvfWriteCacheFunc=1
src/observer/vector_index/ob_vector_index_param.cpp	src/query/api/query/vector/ob_vector_index_param.h	7	oceanbase::share::ObVectorIndexQueryParam=7
src/observer/vector_index/ob_vector_index_sched_job_utils.cpp	src/observer/vector_index/ob_vector_index_sched_job_utils.h	6	oceanbase::observer::ObVectorIndexSchedJobUtils=6
src/observer/vector_index/ob_vector_index_util.cpp	src/data_plane/api/data_plane/vector/ob_vector_index_schema.h	5	oceanbase::data_plane::construct_vector_index_rebuild_parameters=1;oceanbase::data_plane::resolve_vector_index_build_schema=1;oceanbase::data_plane::resolve_vector_index_column_dimension=1
src/observer/vector_index/ob_vector_index_util.cpp	src/query/api/query/vector/ob_vector_index_util.h	116	oceanbase::share::ObVectorIndexUtil=98;oceanbase::share::ObDasSemanticIndexInfo=7;oceanbase::share::ObVecExtraInfo=4
src/observer/vector_index/ob_vector_refresh_transaction.cpp	src/data_plane/api/data_plane/vector/ob_vector_refresh_transaction.h	12	oceanbase::data_plane::ObVectorRefreshTransaction=8;oceanbase::data_plane::ObVectorRefreshTransaction::ObSessionParamSaved=4
src/observer/virtual_table/ob_all_concurrency_object_pool.cpp	src/observer/virtual_table/ob_all_concurrency_object_pool.h	1	oceanbase::observer::ObAllConcurrencyObjectPool=1
src/observer/virtual_table/ob_all_data_type_class_table.cpp	src/observer/virtual_table/ob_all_data_type_class_table.h	3	oceanbase::observer::ObAllDataTypeClassTable=3
src/observer/virtual_table/ob_all_data_type_table.cpp	src/observer/virtual_table/ob_all_data_type_table.h	3	oceanbase::observer::ObAllDataTypeTable=3
src/observer/virtual_table/ob_all_disk_stat.cpp	src/observer/virtual_table/ob_all_disk_stat.h	5	oceanbase::observer::ObInfoSchemaDiskStatTable=5
src/observer/virtual_table/ob_all_plan_cache_stat.cpp	src/observer/virtual_table/ob_all_plan_cache_stat.h	6	oceanbase::observer::ObAllPlanCacheBase=4;oceanbase::observer::ObAllPlanCacheStat=2
src/observer/virtual_table/ob_all_virtual_activity_metrics.cpp	src/observer/virtual_table/ob_all_virtual_activity_metrics.h	6	oceanbase::observer::ObAllVirtualActivityMetric=6
src/observer/virtual_table/ob_all_virtual_apply_stat.cpp	src/observer/virtual_table/ob_all_virtual_apply_stat.h	2	oceanbase::observer::ObAllVirtualApplyStat=2
src/observer/virtual_table/ob_all_virtual_bad_block_table.cpp	src/observer/virtual_table/ob_all_virtual_bad_block_table.h	5	oceanbase::observer::ObVirtualBadBlockTable=5
src/observer/virtual_table/ob_all_virtual_change_stream_refresh_stat.cpp	src/observer/virtual_table/ob_all_virtual_change_stream_refresh_stat.h	4	oceanbase::observer::ObAllVirtualChangeStreamRefreshStat=4
src/observer/virtual_table/ob_all_virtual_charset.cpp	src/observer/virtual_table/ob_all_virtual_charset.h	2	oceanbase::observer::ObAllVirtualCharset=2
src/observer/virtual_table/ob_all_virtual_checkpoint.cpp	src/observer/virtual_table/ob_all_virtual_checkpoint.h	6	oceanbase::observer::ObAllVirtualCheckpointInfo=6
src/observer/virtual_table/ob_all_virtual_collation.cpp	src/observer/virtual_table/ob_all_virtual_collation.h	2	oceanbase::observer::ObAllVirtualCollation=2
src/observer/virtual_table/ob_all_virtual_compaction_diagnose_info.cpp	src/observer/virtual_table/ob_all_virtual_compaction_diagnose_info.h	6	oceanbase::observer::ObAllVirtualCompactionDiagnoseInfo=6
src/observer/virtual_table/ob_all_virtual_compaction_suggestion.cpp	src/observer/virtual_table/ob_all_virtual_compaction_suggestion.h	6	oceanbase::observer::ObAllVirtualCompactionSuggestion=6
src/observer/virtual_table/ob_all_virtual_concurrent_limit_sql.cpp	src/observer/virtual_table/ob_all_virtual_concurrent_limit_sql.h	6	oceanbase::observer::ObAllVirtualConcurrentLimitSql=6
src/observer/virtual_table/ob_all_virtual_ctx_memory_info.cpp	src/observer/virtual_table/ob_all_virtual_ctx_memory_info.h	5	oceanbase::observer::ObAllVirtualCtxMemoryInfo=5
src/observer/virtual_table/ob_all_virtual_dag.cpp	src/observer/virtual_table/ob_all_virtual_dag.h	15	oceanbase::observer::ObAllVirtualDag=6;oceanbase::observer::ObAllVirtualDagScheduler=6;oceanbase::observer::ObDagInfoIterator=3
src/observer/virtual_table/ob_all_virtual_dag_warning_history.cpp	src/observer/virtual_table/ob_all_virtual_dag_warning_history.h	4	oceanbase::observer::ObAllVirtualDagWarningHistory=4
src/observer/virtual_table/ob_all_virtual_ddl_sim_point_stat.cpp	src/observer/virtual_table/ob_all_virtual_ddl_sim_point_stat.h	3	oceanbase::observer::ObAllVirtualDDLSimPointStat=2;oceanbase::observer::ObAllVirtualDDLSimPoint=1
src/observer/virtual_table/ob_all_virtual_diag_index_scan.cpp	src/observer/virtual_table/ob_all_virtual_diag_index_scan.h	1	oceanbase::observer::ObAllVirtualDiagIndexScan=1
src/observer/virtual_table/ob_all_virtual_dml_stats.cpp	src/observer/virtual_table/ob_all_virtual_dml_stats.h	6	oceanbase::observer::ObAllVirtualDMmlStats=5;oceanbase::observer::ObOptDmlStatMapGetter=1
src/observer/virtual_table/ob_all_virtual_dtl_channel.cpp	src/observer/virtual_table/ob_all_virtual_dtl_channel.h	12	oceanbase::observer::ObAllVirtualDtlChannel=6;oceanbase::observer::ObVirtualDtlChannelIterator=4;oceanbase::observer::ObVirtualChannelInfo=1
src/observer/virtual_table/ob_all_virtual_dtl_interm_result_monitor.cpp	src/observer/virtual_table/ob_all_virtual_dtl_interm_result_monitor.h	6	oceanbase::observer::ObAllDtlIntermResultMonitor=5;oceanbase::observer::ObDTLIntermResultMonitorInfoGetter=1
src/observer/virtual_table/ob_all_virtual_dtl_memory.cpp	src/observer/virtual_table/ob_all_virtual_dtl_memory.h	16	oceanbase::observer::ObAllVirtualDtlMemoryIterator=8;oceanbase::observer::ObAllVirtualDtlMemory=7;oceanbase::observer::ObAllVirtualDtlMemoryPoolInfo=1
src/observer/virtual_table/ob_all_virtual_dump_info.cpp	src/observer/virtual_table/ob_all_virtual_dump_info.h	3	oceanbase::observer::ObAllVirtualDumpInfo=3
src/observer/virtual_table/ob_all_virtual_engine_table.cpp	src/observer/virtual_table/ob_all_virtual_engine_table.h	3	oceanbase::observer::ObAllVirtualEngineTable=3
src/observer/virtual_table/ob_all_virtual_files_table.cpp	src/observer/virtual_table/ob_all_virtual_files_table.h	3	oceanbase::observer::ObAllVirtualFilesTable=3
src/observer/virtual_table/ob_all_virtual_id_service.cpp	src/observer/virtual_table/ob_all_virtual_id_service.h	4	oceanbase::observer::ObAllVirtualIDService=4
src/observer/virtual_table/ob_all_virtual_io_stat.cpp	src/observer/virtual_table/ob_all_virtual_io_stat.h	3	oceanbase::observer::ObAllVirtualIOStat=3
src/observer/virtual_table/ob_all_virtual_io_status.cpp	src/observer/virtual_table/ob_all_virtual_io_status.h	30	oceanbase::observer::ObAllVirtualGroupIOStat=7;oceanbase::observer::ObAllVirtualIOQuota=7;oceanbase::observer::ObAllVirtualIOBenchmark=5
src/observer/virtual_table/ob_all_virtual_kvcache_store_memblock.cpp	src/observer/virtual_table/ob_all_virtual_kvcache_store_memblock.h	7	oceanbase::observer::ObAllVirtualKVCacheStoreMemblock=7
src/observer/virtual_table/ob_all_virtual_load_data_stat.cpp	src/observer/virtual_table/ob_all_virtual_load_data_stat.h	7	oceanbase::observer::ObAllVirtualLoadDataStat=7
src/observer/virtual_table/ob_all_virtual_lock_wait_stat.cpp	src/observer/virtual_table/ob_all_virtual_lock_wait_stat.h	4	oceanbase::observer::ObAllVirtualLockWaitStat=4
src/observer/virtual_table/ob_all_virtual_log_stat.cpp	src/observer/virtual_table/ob_all_virtual_log_stat.h	4	oceanbase::observer::ObAllVirtualPalfStat=4
src/observer/virtual_table/ob_all_virtual_long_ops_status.cpp	src/observer/virtual_table/ob_all_virtual_long_ops_status.h	4	oceanbase::observer::ObAllVirtualLongOpsStatus=4
src/observer/virtual_table/ob_all_virtual_ls_info.cpp	src/observer/virtual_table/ob_all_virtual_ls_info.h	4	oceanbase::observer::ObAllVirtualLSInfo=4
src/observer/virtual_table/ob_all_virtual_macro_block_marker_status.cpp	src/observer/virtual_table/ob_all_virtual_macro_block_marker_status.h	5	oceanbase::observer::ObAllVirtualMacroBlockMarkerStatus=5
src/observer/virtual_table/ob_all_virtual_malloc_sample_info.cpp	src/observer/virtual_table/ob_all_virtual_malloc_sample_info.h	5	oceanbase::observer::ObMallocSampleInfo=5
