file	line	symbol	construct	text
src/data_plane/api/data_plane/fts/dict/ob_dic_loader.h	67	ObDicLoader::inc_ref	inc_ref definition	OB_INLINE int64_t inc_ref()
src/data_plane/api/data_plane/fts/dict/ob_dic_loader.h	72	ObDicLoader::dec_ref	dec_ref definition	OB_INLINE int64_t dec_ref()
src/data_plane/api/data_plane/fts/dict/ob_dic_loader.h	106	ObDicLoaderHandle	Handle class definition	class ObDicLoaderHandle
src/data_plane/api/data_plane/ob_i_write_context_service.h	58	ObWriteContext::reset	release_ call (reference-count function found by its body)	release_(native_handle_);
src/data_plane/api/data_plane/retrieval/ob_sparse_retrieval.h	256	ObSparseRetrievalHandle	Handle class definition	class ObSparseRetrievalHandle
src/data_plane/api/data_plane/tmp_file/ob_tmp_file.h	57	ObTmpFileIOHandle	Handle class definition	class ObTmpFileIOHandle final
src/logservice/applyservice/ob_log_apply_service.cpp	360	ObApplyStatus::inc_ref	inc_ref definition	void ObApplyStatus::inc_ref()
src/logservice/applyservice/ob_log_apply_service.cpp	364	ObApplyStatus::dec_ref	dec_ref definition	int64_t ObApplyStatus::dec_ref()
src/logservice/applyservice/ob_log_apply_service.cpp	741	ObApplyStatus::submit_task_to_apply_service_	inc_ref call	inc_ref(); //Add the reference count first, if the task push failed, dec_ref() is required
src/logservice/applyservice/ob_log_apply_service.cpp	745	ObApplyStatus::submit_task_to_apply_service_	dec_ref call	dec_ref();
src/logservice/applyservice/ob_log_apply_service.cpp	865	ObApplyStatusGuard::~ObApplyStatusGuard	dec_ref call	if (0 == apply_status_->dec_ref()) {
src/logservice/applyservice/ob_log_apply_service.cpp	882	ObApplyStatusGuard::set_apply_status_	inc_ref call	apply_status_->inc_ref();
src/logservice/applyservice/ob_log_apply_service.cpp	1006	ObLogApplyService::create_status	inc_ref call	apply_status->inc_ref();
src/logservice/applyservice/ob_log_apply_service.cpp	1179	ObLogApplyService::revert_apply_status	dec_ref call	if (0 == apply_status->dec_ref()) {
src/logservice/applyservice/ob_log_apply_service.h	158	ObApplyStatus	inc_ref declaration	void inc_ref();
src/logservice/applyservice/ob_log_apply_service.h	159	ObApplyStatus	dec_ref declaration	int64_t dec_ref();
src/logservice/applyservice/ob_log_apply_service.h	281	ObApplyStatusGuard	Guard class definition whose methods call dec_ref, inc_ref	class ObApplyStatusGuard
src/logservice/ob_log_handler.cpp	76	ObLogHandler::init	inc_ref call	apply_status_->inc_ref();
