file	line	symbol	construct	text
src/share/schema/ob_ddl_trans_controller.h	69	ObDDLTransController::cond_slot_	condition common::ObThreadCond; member of ObDDLTransController; array [DDL_TASK_COND_SLOT]; uses in methods of ObDDLTransController (ob_ddl_trans_controller.*): 1 guards, 2 lock calls	common::ObThreadCond cond_slot_[DDL_TASK_COND_SLOT];
src/share/schema/ob_ddl_trans_controller.h	71	ObDDLTransController::lock_	read-write lock common::SpinRWLock; member of ObDDLTransController; uses in methods of ObDDLTransController (ob_ddl_trans_controller.*): 6 guards, 0 lock calls	common::SpinRWLock lock_;
src/share/schema/ob_ddl_trans_controller.h	74	ObDDLTransController::wait_cond_	condition common::ObCond; member of ObDDLTransController; uses in methods of ObDDLTransController (ob_ddl_trans_controller.*): 0 guards, 4 lock calls	common::ObCond wait_cond_;
src/share/schema/ob_multi_version_schema_service.h	87	ObSchemaConstructTask::schema_mutex_	mutex pthread_mutex_t; member of ObSchemaConstructTask; uses in methods of ObSchemaConstructTask (ob_multi_version_schema_service.*): 0 guards, 2 lock calls	pthread_mutex_t schema_mutex_;
src/share/schema/ob_multi_version_schema_service.h	88	ObSchemaConstructTask::schema_cond_	condition pthread_cond_t; member of ObSchemaConstructTask; uses in methods of ObSchemaConstructTask (ob_multi_version_schema_service.*): 0 guards, 1 lock calls	pthread_cond_t schema_cond_;
src/share/schema/ob_multi_version_schema_service.h	396	ObMultiVersionSchemaService::schema_refresh_mutex_	mutex lib::ObMutex; member of ObMultiVersionSchemaService; uses in methods of ObMultiVersionSchemaService (ob_multi_version_schema_service.*): 6 guards, 0 lock calls	mutable lib::ObMutex schema_refresh_mutex_;//assert only one thread can refresh schema
src/share/schema/ob_multi_version_schema_service.h	400	ObMultiVersionSchemaService::schema_info_rwlock_	read-write lock common::SpinRWLock; member of ObMultiVersionSchemaService; uses in methods of ObMultiVersionSchemaService (ob_multi_version_schema_service.*): 2 guards, 0 lock calls	common::SpinRWLock schema_info_rwlock_;
src/share/schema/ob_schema_mem_mgr.h	105	ObSchemaMemMgr::schema_mem_rwlock_	read-write lock common::SpinRWLock; member of ObSchemaMemMgr; uses in methods of ObSchemaMemMgr (ob_schema_mem_mgr.*): 13 guards, 0 lock calls	common::SpinRWLock schema_mem_rwlock_;
src/share/schema/ob_schema_mgr_cache.h	148	ObSchemaMgrCache::lock_	read-write lock common::TCRWLock; member of ObSchemaMgrCache; uses in methods of ObSchemaMgrCache (ob_schema_mgr_cache.*): 6 guards, 0 lock calls	common::TCRWLock lock_;
src/share/schema/ob_schema_publish_signal.h	115	ObSchemaPublishSignal::cond_	condition common::ObThreadCond; member of ObSchemaPublishSignal; uses in methods of ObSchemaPublishSignal (ob_schema_publish_signal.*): 2 guards, 2 lock calls	common::ObThreadCond cond_;
src/share/schema/ob_server_schema_service.h	958	ObServerSchemaService::schema_manager_rwlock_	read-write lock common::SpinRWLock; member of ObServerSchemaService; uses in methods of ObServerSchemaService (ob_server_schema_service.*): 2 guards, 0 lock calls	common::SpinRWLock schema_manager_rwlock_;
src/share/schema/ob_server_schema_service.h	983	ObServerSchemaService::schema_mgr_for_cache_rwlock_	read-write lock common::SpinRWLock; member of ObServerSchemaService; uses in methods of ObServerSchemaService (ob_server_schema_service.*): 1 guards, 0 lock calls	common::SpinRWLock schema_mgr_for_cache_rwlock_;
src/sql/das/iter/sparse_retrieval/ob_das_tr_merge_iter.cpp	39	ObDASTextRetrievalProviderSlot::lock_	mutex std::mutex; member of ObDASTextRetrievalProviderSlot; no guard or lock call names it in methods of ObDASTextRetrievalProviderSlot (ob_das_tr_merge_iter.*); 3 more through another object with a member of this name in ob_das_tr_merge_iter.* (not attributed)	std::mutex lock_;
src/sql/das/ob_das_ref.h	126	DASRefCountContext::cond_	condition common::ObThreadCond; member of DASRefCountContext; uses in methods of DASRefCountContext (ob_das_ref.*): 3 guards, 2 lock calls	common::ObThreadCond cond_;
